Child Lean,Child Label,Child Wikidata ID,Child Mathlib Link,Parent Lean,Parent Label,Parent Wikidata ID,Parent Mathlib Link,Depth,Path
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,OrderedAddCommGroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Order/Group/Defs.html#OrderedAddCommGroup,1,OrderedRing > OrderedAddCommGroup
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,1,OrderedRing > Ring
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddCommGroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddCommGroup,2,OrderedRing > Ring > AddCommGroup
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddGroupWithOne,,,https://leanprover-community.github.io/mathlib4_docs/Data/Int/Cast/Defs.html#AddGroupWithOne,2,OrderedRing > Ring > AddGroupWithOne
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,PartialOrder,,,https://leanprover-community.github.io/mathlib4_docs/Order/Defs/PartialOrder.html#PartialOrder,2,OrderedRing > OrderedAddCommGroup > PartialOrder
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,2,OrderedRing > Ring > Semiring
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddCommMonoid,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddCommMonoid,3,OrderedRing > Ring > AddCommGroup > AddCommMonoid
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddGroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddGroup,3,OrderedRing > Ring > AddCommGroup > AddGroup
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddMonoidWithOne,,,https://leanprover-community.github.io/mathlib4_docs/Data/Nat/Cast/Defs.html#AddMonoidWithOne,3,OrderedRing > Ring > AddGroupWithOne > AddMonoidWithOne
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,IntCast,,,,3,OrderedRing > Ring > AddGroupWithOne > IntCast
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,MonoidWithZero,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#MonoidWithZero,3,OrderedRing > Ring > Semiring > MonoidWithZero
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,NonAssocSemiring,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#NonAssocSemiring,3,OrderedRing > Ring > Semiring > NonAssocSemiring
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,NonUnitalSemiring,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#NonUnitalSemiring,3,OrderedRing > Ring > Semiring > NonUnitalSemiring
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,Preorder,Preorder,Q1425985,https://leanprover-community.github.io/mathlib4_docs/Order/Defs/PartialOrder.html#Preorder,3,OrderedRing > OrderedAddCommGroup > PartialOrder > Preorder
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddCommMonoidWithOne,,,https://leanprover-community.github.io/mathlib4_docs/Data/Nat/Cast/Defs.html#AddCommMonoidWithOne,4,OrderedRing > Ring > Semiring > NonAssocSemiring > AddCommMonoidWithOne
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddCommSemigroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddCommSemigroup,4,OrderedRing > Ring > AddCommGroup > AddCommMonoid > AddCommSemigroup
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddMonoid,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddMonoid,4,OrderedRing > Ring > AddCommGroup > AddCommMonoid > AddMonoid
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,LE,,,,4,OrderedRing > OrderedAddCommGroup > PartialOrder > Preorder > LE
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,LT,,,,4,OrderedRing > OrderedAddCommGroup > PartialOrder > Preorder > LT
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,Monoid,monoid,Q208237,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Defs.html#Monoid,4,OrderedRing > Ring > Semiring > MonoidWithZero > Monoid
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,MulZeroOneClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#MulZeroOneClass,4,OrderedRing > Ring > Semiring > NonAssocSemiring > MulZeroOneClass
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,NatCast,,,,4,OrderedRing > Ring > AddGroupWithOne > AddMonoidWithOne > NatCast
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,NonUnitalNonAssocSemiring,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#NonUnitalNonAssocSemiring,4,OrderedRing > Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,One,,,,4,OrderedRing > Ring > AddGroupWithOne > AddMonoidWithOne > One
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,SemigroupWithZero,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#SemigroupWithZero,4,OrderedRing > Ring > Semiring > NonUnitalSemiring > SemigroupWithZero
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,SubNegMonoid,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#SubNegMonoid,4,OrderedRing > Ring > AddCommGroup > AddGroup > SubNegMonoid
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddCommMagma,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddCommMagma,5,OrderedRing > Ring > AddCommGroup > AddCommMonoid > AddCommSemigroup > AddCommMagma
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddSemigroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddSemigroup,5,OrderedRing > Ring > AddCommGroup > AddCommMonoid > AddMonoid > AddSemigroup
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddZeroClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddZeroClass,5,OrderedRing > Ring > AddCommGroup > AddCommMonoid > AddMonoid > AddZeroClass
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,Distrib,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#Distrib,5,OrderedRing > Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > Distrib
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,MulOneClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#MulOneClass,5,OrderedRing > Ring > Semiring > NonAssocSemiring > MulZeroOneClass > MulOneClass
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,MulZeroClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#MulZeroClass,5,OrderedRing > Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > MulZeroClass
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,Neg,,,,5,OrderedRing > Ring > AddCommGroup > AddGroup > SubNegMonoid > Neg
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,Semigroup,semigroup,Q207348,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Defs.html#Semigroup,5,OrderedRing > Ring > Semiring > NonUnitalSemiring > SemigroupWithZero > Semigroup
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,Sub,,,,5,OrderedRing > Ring > AddCommGroup > AddGroup > SubNegMonoid > Sub
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,Add,,,,6,OrderedRing > Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > Distrib > Add
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,AddZero,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddZero,6,OrderedRing > Ring > AddCommGroup > AddCommMonoid > AddMonoid > AddZeroClass > AddZero
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,Mul,,,,6,OrderedRing > Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > Distrib > Mul
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,MulOne,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#MulOne,6,OrderedRing > Ring > Semiring > NonAssocSemiring > MulZeroOneClass > MulOneClass > MulOne
OrderedRing,ordered ring,Q3782642,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,Zero,,,,6,OrderedRing > Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > MulZeroClass > Zero
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddCommGroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddCommGroup,1,Ring > AddCommGroup
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddGroupWithOne,,,https://leanprover-community.github.io/mathlib4_docs/Data/Int/Cast/Defs.html#AddGroupWithOne,1,Ring > AddGroupWithOne
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,1,Ring > Semiring
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddCommMonoid,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddCommMonoid,2,Ring > AddCommGroup > AddCommMonoid
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddGroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddGroup,2,Ring > AddCommGroup > AddGroup
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddMonoidWithOne,,,https://leanprover-community.github.io/mathlib4_docs/Data/Nat/Cast/Defs.html#AddMonoidWithOne,2,Ring > AddGroupWithOne > AddMonoidWithOne
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,IntCast,,,,2,Ring > AddGroupWithOne > IntCast
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,MonoidWithZero,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#MonoidWithZero,2,Ring > Semiring > MonoidWithZero
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,NonAssocSemiring,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#NonAssocSemiring,2,Ring > Semiring > NonAssocSemiring
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,NonUnitalSemiring,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#NonUnitalSemiring,2,Ring > Semiring > NonUnitalSemiring
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddCommMonoidWithOne,,,https://leanprover-community.github.io/mathlib4_docs/Data/Nat/Cast/Defs.html#AddCommMonoidWithOne,3,Ring > Semiring > NonAssocSemiring > AddCommMonoidWithOne
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddCommSemigroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddCommSemigroup,3,Ring > AddCommGroup > AddCommMonoid > AddCommSemigroup
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddMonoid,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddMonoid,3,Ring > AddCommGroup > AddCommMonoid > AddMonoid
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,Monoid,monoid,Q208237,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Defs.html#Monoid,3,Ring > Semiring > MonoidWithZero > Monoid
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,MulZeroOneClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#MulZeroOneClass,3,Ring > Semiring > NonAssocSemiring > MulZeroOneClass
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,NatCast,,,,3,Ring > AddGroupWithOne > AddMonoidWithOne > NatCast
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,NonUnitalNonAssocSemiring,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#NonUnitalNonAssocSemiring,3,Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,One,,,,3,Ring > AddGroupWithOne > AddMonoidWithOne > One
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,SemigroupWithZero,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#SemigroupWithZero,3,Ring > Semiring > NonUnitalSemiring > SemigroupWithZero
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,SubNegMonoid,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#SubNegMonoid,3,Ring > AddCommGroup > AddGroup > SubNegMonoid
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddCommMagma,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddCommMagma,4,Ring > AddCommGroup > AddCommMonoid > AddCommSemigroup > AddCommMagma
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddSemigroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddSemigroup,4,Ring > AddCommGroup > AddCommMonoid > AddMonoid > AddSemigroup
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddZeroClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddZeroClass,4,Ring > AddCommGroup > AddCommMonoid > AddMonoid > AddZeroClass
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,Distrib,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#Distrib,4,Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > Distrib
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,MulOneClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#MulOneClass,4,Ring > Semiring > NonAssocSemiring > MulZeroOneClass > MulOneClass
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,MulZeroClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#MulZeroClass,4,Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > MulZeroClass
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,Neg,,,,4,Ring > AddCommGroup > AddGroup > SubNegMonoid > Neg
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,Semigroup,semigroup,Q207348,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Defs.html#Semigroup,4,Ring > Semiring > NonUnitalSemiring > SemigroupWithZero > Semigroup
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,Sub,,,,4,Ring > AddCommGroup > AddGroup > SubNegMonoid > Sub
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,Add,,,,5,Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > Distrib > Add
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,AddZero,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddZero,5,Ring > AddCommGroup > AddCommMonoid > AddMonoid > AddZeroClass > AddZero
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,Mul,,,,5,Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > Distrib > Mul
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,MulOne,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#MulOne,5,Ring > Semiring > NonAssocSemiring > MulZeroOneClass > MulOneClass > MulOne
Ring,ring,Q161172,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,Zero,,,,5,Ring > Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > MulZeroClass > Zero
Semigroup,semigroup,Q207348,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Defs.html#Semigroup,Mul,,,,1,Semigroup > Mul
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,MonoidWithZero,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#MonoidWithZero,1,Semiring > MonoidWithZero
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,NonAssocSemiring,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#NonAssocSemiring,1,Semiring > NonAssocSemiring
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,NonUnitalSemiring,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#NonUnitalSemiring,1,Semiring > NonUnitalSemiring
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,AddCommMonoidWithOne,,,https://leanprover-community.github.io/mathlib4_docs/Data/Nat/Cast/Defs.html#AddCommMonoidWithOne,2,Semiring > NonAssocSemiring > AddCommMonoidWithOne
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,Monoid,monoid,Q208237,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Defs.html#Monoid,2,Semiring > MonoidWithZero > Monoid
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,MulZeroOneClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#MulZeroOneClass,2,Semiring > NonAssocSemiring > MulZeroOneClass
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,NonUnitalNonAssocSemiring,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#NonUnitalNonAssocSemiring,2,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,SemigroupWithZero,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#SemigroupWithZero,2,Semiring > NonUnitalSemiring > SemigroupWithZero
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,AddCommMonoid,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddCommMonoid,3,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > AddCommMonoid
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,AddMonoidWithOne,,,https://leanprover-community.github.io/mathlib4_docs/Data/Nat/Cast/Defs.html#AddMonoidWithOne,3,Semiring > NonAssocSemiring > AddCommMonoidWithOne > AddMonoidWithOne
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,Distrib,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Defs.html#Distrib,3,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > Distrib
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,MulOneClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#MulOneClass,3,Semiring > NonAssocSemiring > MulZeroOneClass > MulOneClass
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,MulZeroClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/GroupWithZero/Defs.html#MulZeroClass,3,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > MulZeroClass
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,Semigroup,semigroup,Q207348,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Defs.html#Semigroup,3,Semiring > NonUnitalSemiring > SemigroupWithZero > Semigroup
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,Add,,,,4,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > Distrib > Add
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,AddCommSemigroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddCommSemigroup,4,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > AddCommMonoid > AddCommSemigroup
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,AddMonoid,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddMonoid,4,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > AddCommMonoid > AddMonoid
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,Mul,,,,4,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > Distrib > Mul
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,MulOne,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#MulOne,4,Semiring > NonAssocSemiring > MulZeroOneClass > MulOneClass > MulOne
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,NatCast,,,,4,Semiring > NonAssocSemiring > AddCommMonoidWithOne > AddMonoidWithOne > NatCast
