Wikidata ID,nLab
[Q622679](https://www.wikidata.org/wiki/Q622679),[infinite-dimensional Lie group](https://ncatlab.org/nlab/show/infinite-dimensional%20Lie%20group)
[Q4139289](https://www.wikidata.org/wiki/Q4139289),[infinitesimal analysis](https://ncatlab.org/nlab/show/infinitesimal%20analysis)
[Q193885](https://www.wikidata.org/wiki/Q193885),[infinitesimal number](https://ncatlab.org/nlab/show/infinitesimal%20number)
[Q205](https://www.wikidata.org/wiki/Q205),[infinity](https://ncatlab.org/nlab/show/infinity)
[Q7269442](https://www.wikidata.org/wiki/Q7269442),[infinity-category](https://ncatlab.org/nlab/show/infinity-category)
[Q25098768](https://www.wikidata.org/wiki/Q25098768),[infinity-topos](https://ncatlab.org/nlab/show/infinity-topos)
[Q11028](https://www.wikidata.org/wiki/Q11028),[information](https://ncatlab.org/nlab/show/information)
[Q3798604](https://www.wikidata.org/wiki/Q3798604),[information geometry](https://ncatlab.org/nlab/show/information%20geometry)
[Q131222](https://www.wikidata.org/wiki/Q131222),[information theory](https://ncatlab.org/nlab/show/information%20theory)
[Q6031458](https://www.wikidata.org/wiki/Q6031458),[infraparticle](https://ncatlab.org/nlab/show/infraparticle)
[Q3032223](https://www.wikidata.org/wiki/Q3032223),[infrared divergence](https://ncatlab.org/nlab/show/infrared%20divergence)
[Q6033616](https://www.wikidata.org/wiki/Q6033616),[inhabited set](https://ncatlab.org/nlab/show/inhabited%20set)
[Q6033847](https://www.wikidata.org/wiki/Q6033847),[inhomogeneous cosmology](https://ncatlab.org/nlab/show/inhomogeneous%20cosmology)
[Q6034125](https://www.wikidata.org/wiki/Q6034125),[initial algebra](https://ncatlab.org/nlab/show/initial%20algebra)
[Q529752](https://www.wikidata.org/wiki/Q529752),[initial object](https://ncatlab.org/nlab/show/initial%20object)
[Q10167591](https://www.wikidata.org/wiki/Q10167591),[initial value problem](https://ncatlab.org/nlab/show/initial%20value%20problem)
[Q182003](https://www.wikidata.org/wiki/Q182003),[injection](https://ncatlab.org/nlab/show/injection)
[Q6034324](https://www.wikidata.org/wiki/Q6034324),[injective envelope](https://ncatlab.org/nlab/show/injective%20envelope)
[Q2716519](https://www.wikidata.org/wiki/Q2716519),[injective module](https://ncatlab.org/nlab/show/injective%20module)
[Q1625040](https://www.wikidata.org/wiki/Q1625040),[injective object](https://ncatlab.org/nlab/show/injective%20object)
[Q1139583](https://www.wikidata.org/wiki/Q1139583),[inner automorphism](https://ncatlab.org/nlab/show/inner%20automorphism)
[Q214159](https://www.wikidata.org/wiki/Q214159),[inner product space](https://ncatlab.org/nlab/show/inner%20product%20space)
[Q21004260](https://www.wikidata.org/wiki/Q21004260),[inquiry](https://ncatlab.org/nlab/show/inquiry)
[Q1192916](https://www.wikidata.org/wiki/Q1192916),[instanton](https://ncatlab.org/nlab/show/instanton)
[Q178706](https://www.wikidata.org/wiki/Q178706),[institution](https://ncatlab.org/nlab/show/institution)
[Q12503](https://www.wikidata.org/wiki/Q12503),[integer](https://ncatlab.org/nlab/show/integer)
[Q319400](https://www.wikidata.org/wiki/Q319400),[integers modulo n](https://ncatlab.org/nlab/show/integers%20modulo%20n)
[Q1957758](https://www.wikidata.org/wiki/Q1957758),[integrable system](https://ncatlab.org/nlab/show/integrable%20system)
[Q80091](https://www.wikidata.org/wiki/Q80091),[integral](https://ncatlab.org/nlab/show/integral)
[Q80091](https://www.wikidata.org/wiki/Q80091),[integral calculus](https://ncatlab.org/nlab/show/integral%20calculus)
[Q1493740](https://www.wikidata.org/wiki/Q1493740),[integral closure](https://ncatlab.org/nlab/show/integral%20closure)
[Q3001145](https://www.wikidata.org/wiki/Q3001145),[integral current](https://ncatlab.org/nlab/show/integral%20current)
[Q628792](https://www.wikidata.org/wiki/Q628792),[integral domain](https://ncatlab.org/nlab/show/integral%20domain)
[Q1143138](https://www.wikidata.org/wiki/Q1143138),[integral Hodge conjecture](https://ncatlab.org/nlab/show/integral%20Hodge%20conjecture)
[Q16783922](https://www.wikidata.org/wiki/Q16783922),[integral scheme](https://ncatlab.org/nlab/show/integral%20scheme)
[Q877802](https://www.wikidata.org/wiki/Q877802),[integral transform](https://ncatlab.org/nlab/show/integral%20transform)
[Q80091](https://www.wikidata.org/wiki/Q80091),[integrand](https://ncatlab.org/nlab/show/integrand)
[Q273328](https://www.wikidata.org/wiki/Q273328),[integration by parts](https://ncatlab.org/nlab/show/integration%20by%20parts)
[Q6059147](https://www.wikidata.org/wiki/Q6059147),[intensional type theory](https://ncatlab.org/nlab/show/intensional%20type%20theory)
[Q19597596](https://www.wikidata.org/wiki/Q19597596),[inter-universal Teichmüller theory](https://ncatlab.org/nlab/show/inter-universal%20Teichm%C3%BCller%20theory)
[Q52948](https://www.wikidata.org/wiki/Q52948),[interaction](https://ncatlab.org/nlab/show/interaction)
[Q862761](https://www.wikidata.org/wiki/Q862761),[interior](https://ncatlab.org/nlab/show/interior)
[Q862761](https://www.wikidata.org/wiki/Q862761),[interior point](https://ncatlab.org/nlab/show/interior%20point)
[Q17098136](https://www.wikidata.org/wiki/Q17098136),[intermediate Jacobian](https://ncatlab.org/nlab/show/intermediate%20Jacobian)
[Q6047782](https://www.wikidata.org/wiki/Q6047782),[internal category](https://ncatlab.org/nlab/show/internal%20category)
[Q5887297](https://www.wikidata.org/wiki/Q5887297),[internal hom](https://ncatlab.org/nlab/show/internal%20hom)
[Q1319773](https://www.wikidata.org/wiki/Q1319773),[internal logic](https://ncatlab.org/nlab/show/internal%20logic)
[Q5287598](https://www.wikidata.org/wiki/Q5287598),[internal relation](https://ncatlab.org/nlab/show/internal%20relation)
[Q6047933](https://www.wikidata.org/wiki/Q6047933),[internal set](https://ncatlab.org/nlab/show/internal%20set)
[Q1666284](https://www.wikidata.org/wiki/Q1666284),[internal set theory](https://ncatlab.org/nlab/show/internal%20set%20theory)
[Q6664549](https://www.wikidata.org/wiki/Q6664549),[internal symmetry](https://ncatlab.org/nlab/show/internal%20symmetry)
[Q1339807](https://www.wikidata.org/wiki/Q1339807),[internalization](https://ncatlab.org/nlab/show/internalization)
[Q187631](https://www.wikidata.org/wiki/Q187631),[interpolation](https://ncatlab.org/nlab/show/interpolation)
[Q899137](https://www.wikidata.org/wiki/Q899137),[interpretation of quantum mechanics](https://ncatlab.org/nlab/show/interpretation%20of%20quantum%20mechanics)
[Q17141489](https://www.wikidata.org/wiki/Q17141489),[intersection](https://ncatlab.org/nlab/show/intersection)
[Q6056721](https://www.wikidata.org/wiki/Q6056721),[intersection cohomology](https://ncatlab.org/nlab/show/intersection%20cohomology)
[Q638846](https://www.wikidata.org/wiki/Q638846),[intersection number](https://ncatlab.org/nlab/show/intersection%20number)
[Q15176852](https://www.wikidata.org/wiki/Q15176852),[intersection theory](https://ncatlab.org/nlab/show/intersection%20theory)
[Q256355](https://www.wikidata.org/wiki/Q256355),[intertwiner](https://ncatlab.org/nlab/show/intertwiner)
[Q185148](https://www.wikidata.org/wiki/Q185148),[interval](https://ncatlab.org/nlab/show/interval)
[Q1671453](https://www.wikidata.org/wiki/Q1671453),[interval arithmetic](https://ncatlab.org/nlab/show/interval%20arithmetic)
[Q176786](https://www.wikidata.org/wiki/Q176786),[intuitionistic logic](https://ncatlab.org/nlab/show/intuitionistic%20logic)
[Q10879018](https://www.wikidata.org/wiki/Q10879018),[intuitionistic mathematics](https://ncatlab.org/nlab/show/intuitionistic%20mathematics)
[Q188211](https://www.wikidata.org/wiki/Q188211),[invariant](https://ncatlab.org/nlab/show/invariant)
[Q2920801](https://www.wikidata.org/wiki/Q2920801),[invariant polynomial](https://ncatlab.org/nlab/show/invariant%20polynomial)
[Q1855669](https://www.wikidata.org/wiki/Q1855669),[invariant theory](https://ncatlab.org/nlab/show/invariant%20theory)
[Q224353](https://www.wikidata.org/wiki/Q224353),[inverse](https://ncatlab.org/nlab/show/inverse)
[Q191884](https://www.wikidata.org/wiki/Q191884),[inverse function](https://ncatlab.org/nlab/show/inverse%20function)
[Q2358071](https://www.wikidata.org/wiki/Q2358071),[inverse Galois problem](https://ncatlab.org/nlab/show/inverse%20Galois%20problem)
[Q860623](https://www.wikidata.org/wiki/Q860623),[inverse image](https://ncatlab.org/nlab/show/inverse%20image)
[Q2634828](https://www.wikidata.org/wiki/Q2634828),[inverse limit](https://ncatlab.org/nlab/show/inverse%20limit)
[Q242188](https://www.wikidata.org/wiki/Q242188),[inverse matrix](https://ncatlab.org/nlab/show/inverse%20matrix)
[Q3022118](https://www.wikidata.org/wiki/Q3022118),[inverse semigroup](https://ncatlab.org/nlab/show/inverse%20semigroup)
[Q917476](https://www.wikidata.org/wiki/Q917476),[inverse temperature](https://ncatlab.org/nlab/show/inverse%20temperature)
[Q674533](https://www.wikidata.org/wiki/Q674533),[inverse trigonometric function](https://ncatlab.org/nlab/show/inverse%20trigonometric%20function)
[Q324963](https://www.wikidata.org/wiki/Q324963),[inverter](https://ncatlab.org/nlab/show/inverter)
[Q846862](https://www.wikidata.org/wiki/Q846862),[involution](https://ncatlab.org/nlab/show/involution)
[Q607728](https://www.wikidata.org/wiki/Q607728),[irrational number](https://ncatlab.org/nlab/show/irrational%20number)
[Q600043](https://www.wikidata.org/wiki/Q600043),[irreducible character](https://ncatlab.org/nlab/show/irreducible%20character)
[Q6073574](https://www.wikidata.org/wiki/Q6073574),[irreducible component](https://ncatlab.org/nlab/show/irreducible%20component)
[Q2989575](https://www.wikidata.org/wiki/Q2989575),[irreducible element](https://ncatlab.org/nlab/show/irreducible%20element)
[Q17098198](https://www.wikidata.org/wiki/Q17098198),[irreducible ideal](https://ncatlab.org/nlab/show/irreducible%20ideal)
[Q3598797](https://www.wikidata.org/wiki/Q3598797),[irreducible manifold](https://ncatlab.org/nlab/show/irreducible%20manifold)
[Q1476663](https://www.wikidata.org/wiki/Q1476663),[irreducible polynomial](https://ncatlab.org/nlab/show/irreducible%20polynomial)
[Q13690522](https://www.wikidata.org/wiki/Q13690522),[irreducible representation](https://ncatlab.org/nlab/show/irreducible%20representation)
[Q1673182](https://www.wikidata.org/wiki/Q1673182),[irreducible topological space](https://ncatlab.org/nlab/show/irreducible%20topological%20space)
[Q621850](https://www.wikidata.org/wiki/Q621850),[irreflexive relation](https://ncatlab.org/nlab/show/irreflexive%20relation)
[Q4218918](https://www.wikidata.org/wiki/Q4218918),[Isabelle](https://ncatlab.org/nlab/show/Isabelle)
[Q1076349](https://www.wikidata.org/wiki/Q1076349),[Ising model](https://ncatlab.org/nlab/show/Ising%20model)
[Q1674414](https://www.wikidata.org/wiki/Q1674414),[isogeny](https://ncatlab.org/nlab/show/isogeny)
[Q1142889](https://www.wikidata.org/wiki/Q1142889),[isolated point](https://ncatlab.org/nlab/show/isolated%20point)
[Q16799755](https://www.wikidata.org/wiki/Q16799755),[isometry](https://ncatlab.org/nlab/show/isometry)
[Q2211166](https://www.wikidata.org/wiki/Q2211166),[isometry group](https://ncatlab.org/nlab/show/isometry%20group)
[Q6086086](https://www.wikidata.org/wiki/Q6086086),[isomonodromic deformation](https://ncatlab.org/nlab/show/isomonodromic%20deformation)
[Q189112](https://www.wikidata.org/wiki/Q189112),[isomorphism](https://ncatlab.org/nlab/show/isomorphism)
[Q8346687](https://www.wikidata.org/wiki/Q8346687),[isomorphism class](https://ncatlab.org/nlab/show/isomorphism%20class)
[Q836938](https://www.wikidata.org/wiki/Q836938),[isospin](https://ncatlab.org/nlab/show/isospin)
[Q1311829](https://www.wikidata.org/wiki/Q1311829),[isosurface](https://ncatlab.org/nlab/show/isosurface)
[Q25276](https://www.wikidata.org/wiki/Q25276),[isotope](https://ncatlab.org/nlab/show/isotope)
[Q1064500](https://www.wikidata.org/wiki/Q1064500),[isotropic submanifold](https://ncatlab.org/nlab/show/isotropic%20submanifold)
[Q4968811](https://www.wikidata.org/wiki/Q4968811),[isotropic subspace](https://ncatlab.org/nlab/show/isotropic%20subspace)
[Q6094400](https://www.wikidata.org/wiki/Q6094400),[iterated integral](https://ncatlab.org/nlab/show/iterated%20integral)
[Q2066070](https://www.wikidata.org/wiki/Q2066070),[iterated loop space](https://ncatlab.org/nlab/show/iterated%20loop%20space)
[Q1012612](https://www.wikidata.org/wiki/Q1012612),[Iwahori–Hecke algebra](https://ncatlab.org/nlab/show/Iwahori%E2%80%93Hecke%20algebra)
[Q6100701](https://www.wikidata.org/wiki/Q6100701),[Iwasawa algebra](https://ncatlab.org/nlab/show/Iwasawa%20algebra)
[Q750099](https://www.wikidata.org/wiki/Q750099),[Iwasawa decomposition](https://ncatlab.org/nlab/show/Iwasawa%20decomposition)
[Q1392559](https://www.wikidata.org/wiki/Q1392559),[Iwasawa theory](https://ncatlab.org/nlab/show/Iwasawa%20theory)
[Q7687933](https://www.wikidata.org/wiki/Q7687933),[Iwasawa-Tate theory](https://ncatlab.org/nlab/show/Iwasawa-Tate%20theory)
[Q6103838](https://www.wikidata.org/wiki/Q6103838),[J-homomorphism](https://ncatlab.org/nlab/show/J-homomorphism)
[Q287419](https://www.wikidata.org/wiki/Q287419),[j-invariant](https://ncatlab.org/nlab/show/j-invariant)
[Q6115970](https://www.wikidata.org/wiki/Q6115970),[Jack polynomial](https://ncatlab.org/nlab/show/Jack%20polynomial)
[Q497408](https://www.wikidata.org/wiki/Q497408),[Jackiw-Teitelboim gravity](https://ncatlab.org/nlab/show/Jackiw-Teitelboim%20gravity)
[Q6119638](https://www.wikidata.org/wiki/Q6119638),[Jacobi form](https://ncatlab.org/nlab/show/Jacobi%20form)
[Q1154787](https://www.wikidata.org/wiki/Q1154787),[Jacobi theta function](https://ncatlab.org/nlab/show/Jacobi%20theta%20function)
[Q507393](https://www.wikidata.org/wiki/Q507393),[Jacobi triple product](https://ncatlab.org/nlab/show/Jacobi%20triple%20product)
[Q76564](https://www.wikidata.org/wiki/Q76564),[Jacobian](https://ncatlab.org/nlab/show/Jacobian)
[Q2605695](https://www.wikidata.org/wiki/Q2605695),[Jacobian conjecture](https://ncatlab.org/nlab/show/Jacobian%20conjecture)
[Q845729](https://www.wikidata.org/wiki/Q845729),[Jacobian variety](https://ncatlab.org/nlab/show/Jacobian%20variety)
[Q1677769](https://www.wikidata.org/wiki/Q1677769),[Jacobson radical](https://ncatlab.org/nlab/show/Jacobson%20radical)
[Q2620920](https://www.wikidata.org/wiki/Q2620920),[Jacobson ring](https://ncatlab.org/nlab/show/Jacobson%20ring)
[Q7538329](https://www.wikidata.org/wiki/Q7538329),[Jacobson-Morozov theorem](https://ncatlab.org/nlab/show/Jacobson-Morozov%20theorem)
[Q16979721](https://www.wikidata.org/wiki/Q16979721),[James construction](https://ncatlab.org/nlab/show/James%20construction)
[Q186447](https://www.wikidata.org/wiki/Q186447),[James Webb Space Telescope](https://ncatlab.org/nlab/show/James%20Webb%20Space%20Telescope)
[Q2670460](https://www.wikidata.org/wiki/Q2670460),[Jan Manschot](https://ncatlab.org/nlab/show/Jan%20Manschot)
[Q2575638](https://www.wikidata.org/wiki/Q2575638),[Jean Renault](https://ncatlab.org/nlab/show/Jean%20Renault)
[Q6188933](https://www.wikidata.org/wiki/Q6188933),[jet bundle](https://ncatlab.org/nlab/show/jet%20bundle)
[Q17098315](https://www.wikidata.org/wiki/Q17098315),[jet group](https://ncatlab.org/nlab/show/jet%20group)
[Q6188933](https://www.wikidata.org/wiki/Q6188933),[jet space](https://ncatlab.org/nlab/show/jet%20space)
[Q1701035](https://www.wikidata.org/wiki/Q1701035),[John McKay](https://ncatlab.org/nlab/show/John%20McKay)
[Q1140155](https://www.wikidata.org/wiki/Q1140155),[John Wheater](https://ncatlab.org/nlab/show/John%20Wheater)
[Q6269005](https://www.wikidata.org/wiki/Q6269005),[join](https://ncatlab.org/nlab/show/join)
[Q1528291](https://www.wikidata.org/wiki/Q1528291),[Jones polynomial](https://ncatlab.org/nlab/show/Jones%20polynomial)
[Q649977](https://www.wikidata.org/wiki/Q649977),[Jordan algebra](https://ncatlab.org/nlab/show/Jordan%20algebra)
[Q1703597](https://www.wikidata.org/wiki/Q1703597),[Jordan content](https://ncatlab.org/nlab/show/Jordan%20content)
[Q649977](https://www.wikidata.org/wiki/Q649977),[Jordan superalgebra](https://ncatlab.org/nlab/show/Jordan%20superalgebra)
[Q2525646](https://www.wikidata.org/wiki/Q2525646),[Jordan-Hölder theorem](https://ncatlab.org/nlab/show/Jordan-H%C3%B6lder%20theorem)
[Q764228](https://www.wikidata.org/wiki/Q764228),[Josephson effect](https://ncatlab.org/nlab/show/Josephson%20effect)
[Q4531156](https://www.wikidata.org/wiki/Q4531156),[Jucys-Murphy element](https://ncatlab.org/nlab/show/Jucys-Murphy%20element)
[Q12621536](https://www.wikidata.org/wiki/Q12621536),[judgment](https://ncatlab.org/nlab/show/judgment)
[Q848427](https://www.wikidata.org/wiki/Q848427),[Julia set](https://ncatlab.org/nlab/show/Julia%20set)
[Q18208351](https://www.wikidata.org/wiki/Q18208351),[Jónsson-Tarski algebra](https://ncatlab.org/nlab/show/J%C3%B3nsson-Tarski%20algebra)
[Q6322838](https://www.wikidata.org/wiki/Q6322838),[K-homology](https://ncatlab.org/nlab/show/K-homology)
[Q15615154](https://www.wikidata.org/wiki/Q15615154),[K-theory](https://ncatlab.org/nlab/show/K-theory)
[Q16909784](https://www.wikidata.org/wiki/Q16909784),[K-theory spectrum](https://ncatlab.org/nlab/show/K-theory%20spectrum)
[Q6322883](https://www.wikidata.org/wiki/Q6322883),[K-topology](https://ncatlab.org/nlab/show/K-topology)
[Q1969721](https://www.wikidata.org/wiki/Q1969721),[K3 surface](https://ncatlab.org/nlab/show/K3%20surface)
[Q856666](https://www.wikidata.org/wiki/Q856666),[Kac algebra](https://ncatlab.org/nlab/show/Kac%20algebra)
[Q856666](https://www.wikidata.org/wiki/Q856666),[Kac-Moody algebra](https://ncatlab.org/nlab/show/Kac-Moody%20algebra)
[Q25304456](https://www.wikidata.org/wiki/Q25304456),[Kadison-Singer problem](https://ncatlab.org/nlab/show/Kadison-Singer%20problem)
[Q2268203](https://www.wikidata.org/wiki/Q2268203),[Kalb-Ramond field](https://ncatlab.org/nlab/show/Kalb-Ramond%20field)
[Q3915873](https://www.wikidata.org/wiki/Q3915873),[Kan complex](https://ncatlab.org/nlab/show/Kan%20complex)
[Q1723418](https://www.wikidata.org/wiki/Q1723418),[Kan extension](https://ncatlab.org/nlab/show/Kan%20extension)
[Q3915873](https://www.wikidata.org/wiki/Q3915873),[Kan fibration](https://ncatlab.org/nlab/show/Kan%20fibration)
[Q6365576](https://www.wikidata.org/wiki/Q6365576),[Kantor-Koecher-Tits construction](https://ncatlab.org/nlab/show/Kantor-Koecher-Tits%20construction)
[Q843503](https://www.wikidata.org/wiki/Q843503),[kaon](https://ncatlab.org/nlab/show/kaon)
[Q3055409](https://www.wikidata.org/wiki/Q3055409),[Karoubi envelope](https://ncatlab.org/nlab/show/Karoubi%20envelope)
[Q7254426](https://www.wikidata.org/wiki/Q7254426),[Karoubian category](https://ncatlab.org/nlab/show/Karoubian%20category)
[Q30765715](https://www.wikidata.org/wiki/Q30765715),[Kazhdan's property (T)](https://ncatlab.org/nlab/show/Kazhdan%27s%20property%20%28T%29)
[Q6381065](https://www.wikidata.org/wiki/Q6381065),[Kazhdan-Lusztig theory](https://ncatlab.org/nlab/show/Kazhdan-Lusztig%20theory)
[Q6388954](https://www.wikidata.org/wiki/Q6388954),[Kendall tau distance](https://ncatlab.org/nlab/show/Kendall%20tau%20distance)
[Q2818984](https://www.wikidata.org/wiki/Q2818984),[Kenta Cho](https://ncatlab.org/nlab/show/Kenta%20Cho)
[Q1739114](https://www.wikidata.org/wiki/Q1739114),[Kenzo](https://ncatlab.org/nlab/show/Kenzo)
[Q966873](https://www.wikidata.org/wiki/Q966873),[Kepler's conjecture](https://ncatlab.org/nlab/show/Kepler%27s%20conjecture)
[Q202400](https://www.wikidata.org/wiki/Q202400),[kernel](https://ncatlab.org/nlab/show/kernel)
[Q620622](https://www.wikidata.org/wiki/Q620622),[kernel method](https://ncatlab.org/nlab/show/kernel%20method)
[Q2844249](https://www.wikidata.org/wiki/Q2844249),[kernel pair](https://ncatlab.org/nlab/show/kernel%20pair)
[Q940826](https://www.wikidata.org/wiki/Q940826),[Kerodon](https://ncatlab.org/nlab/show/Kerodon)
[Q1068747](https://www.wikidata.org/wiki/Q1068747),[Kerr spacetime](https://ncatlab.org/nlab/show/Kerr%20spacetime)
[Q1190600](https://www.wikidata.org/wiki/Q1190600),[Kerr-Schild spacetime](https://ncatlab.org/nlab/show/Kerr-Schild%20spacetime)
[Q6394805](https://www.wikidata.org/wiki/Q6394805),[Kervaire invariant](https://ncatlab.org/nlab/show/Kervaire%20invariant)
[Q6402652](https://www.wikidata.org/wiki/Q6402652),[Khovanov homology](https://ncatlab.org/nlab/show/Khovanov%20homology)
[Q634557](https://www.wikidata.org/wiki/Q634557),[Killing form](https://ncatlab.org/nlab/show/Killing%20form)
[Q6407805](https://www.wikidata.org/wiki/Q6407805),[Killing spinor](https://ncatlab.org/nlab/show/Killing%20spinor)
[Q6407804](https://www.wikidata.org/wiki/Q6407804),[Killing tensor](https://ncatlab.org/nlab/show/Killing%20tensor)
[Q1200279](https://www.wikidata.org/wiki/Q1200279),[Killing vector field](https://ncatlab.org/nlab/show/Killing%20vector%20field)
[Q11570](https://www.wikidata.org/wiki/Q11570),[kilogram](https://ncatlab.org/nlab/show/kilogram)
[Q889](https://www.wikidata.org/wiki/Q889),[kinetic action](https://ncatlab.org/nlab/show/kinetic%20action)
[Q46276](https://www.wikidata.org/wiki/Q46276),[kinetic energy](https://ncatlab.org/nlab/show/kinetic%20energy)
[Q171318](https://www.wikidata.org/wiki/Q171318),[kinship](https://ncatlab.org/nlab/show/kinship)
[Q5956316](https://www.wikidata.org/wiki/Q5956316),[Kirby calculus](https://ncatlab.org/nlab/show/Kirby%20calculus)
[Q6332335](https://www.wikidata.org/wiki/Q6332335),[KK principle](https://ncatlab.org/nlab/show/KK%20principle)
[Q6331703](https://www.wikidata.org/wiki/Q6331703),[KK-theory](https://ncatlab.org/nlab/show/KK-theory)
[Q2634506](https://www.wikidata.org/wiki/Q2634506),[Kleene algebra](https://ncatlab.org/nlab/show/Kleene%20algebra)
[Q23638](https://www.wikidata.org/wiki/Q23638),[Klein bottle](https://ncatlab.org/nlab/show/Klein%20bottle)
[Q550593](https://www.wikidata.org/wiki/Q550593),[Klein four-group](https://ncatlab.org/nlab/show/Klein%20four-group)
[Q2132698](https://www.wikidata.org/wiki/Q2132698),[Klein geometry](https://ncatlab.org/nlab/show/Klein%20geometry)
[Q6420195](https://www.wikidata.org/wiki/Q6420195),[Klein quadric](https://ncatlab.org/nlab/show/Klein%20quadric)
[Q868967](https://www.wikidata.org/wiki/Q868967),[Klein-Gordon equation](https://ncatlab.org/nlab/show/Klein-Gordon%20equation)
[Q4116484](https://www.wikidata.org/wiki/Q4116484),[Kleinian group](https://ncatlab.org/nlab/show/Kleinian%20group)
[Q1773982](https://www.wikidata.org/wiki/Q1773982),[Kleisli category](https://ncatlab.org/nlab/show/Kleisli%20category)
[Q1773982](https://www.wikidata.org/wiki/Q1773982),[Kleisli triple](https://ncatlab.org/nlab/show/Kleisli%20triple)
[Q3591812](https://www.wikidata.org/wiki/Q3591812),[KMS state](https://ncatlab.org/nlab/show/KMS%20state)
[Q6422663](https://www.wikidata.org/wiki/Q6422663),[Knizhnik-Zamolodchikov equation](https://ncatlab.org/nlab/show/Knizhnik-Zamolodchikov%20equation)
[Q1188853](https://www.wikidata.org/wiki/Q1188853),[knot](https://ncatlab.org/nlab/show/knot)
[Q2017498](https://www.wikidata.org/wiki/Q2017498),[knot complement](https://ncatlab.org/nlab/show/knot%20complement)
[Q1777486](https://www.wikidata.org/wiki/Q1777486),[knot group](https://ncatlab.org/nlab/show/knot%20group)
[Q1862434](https://www.wikidata.org/wiki/Q1862434),[knot invariant](https://ncatlab.org/nlab/show/knot%20invariant)
[Q2111307](https://www.wikidata.org/wiki/Q2111307),[KO-theory](https://ncatlab.org/nlab/show/KO-theory)
[Q6424285](https://www.wikidata.org/wiki/Q6424285),[Kobayashi-Hitchin correspondence](https://ncatlab.org/nlab/show/Kobayashi-Hitchin%20correspondence)
[Q528955](https://www.wikidata.org/wiki/Q528955),[Kochen-Specker theorem](https://ncatlab.org/nlab/show/Kochen-Specker%20theorem)
[Q1456811](https://www.wikidata.org/wiki/Q1456811),[Kolmogorov complexity](https://ncatlab.org/nlab/show/Kolmogorov%20complexity)
[Q623129](https://www.wikidata.org/wiki/Q623129),[Kontsevich integral](https://ncatlab.org/nlab/show/Kontsevich%20integral)
[Q5156798](https://www.wikidata.org/wiki/Q5156798),[Koopman operator](https://ncatlab.org/nlab/show/Koopman%20operator)
[Q601796](https://www.wikidata.org/wiki/Q601796),[Korteweg de Vries equation](https://ncatlab.org/nlab/show/Korteweg%20de%20Vries%20equation)
[Q6433697](https://www.wikidata.org/wiki/Q6433697),[Koszul algebra](https://ncatlab.org/nlab/show/Koszul%20algebra)
[Q6433699](https://www.wikidata.org/wiki/Q6433699),[Koszul complex](https://ncatlab.org/nlab/show/Koszul%20complex)
[Q16981474](https://www.wikidata.org/wiki/Q16981474),[Koszul duality](https://ncatlab.org/nlab/show/Koszul%20duality)
[Q6433700](https://www.wikidata.org/wiki/Q6433700),[Koszul-Tate resolution](https://ncatlab.org/nlab/show/Koszul-Tate%20resolution)
[Q6436046](https://www.wikidata.org/wiki/Q6436046),[Kramers-Wannier duality](https://ncatlab.org/nlab/show/Kramers-Wannier%20duality)
[Q2462350](https://www.wikidata.org/wiki/Q2462350),[Kripke frame](https://ncatlab.org/nlab/show/Kripke%20frame)
[Q2462350](https://www.wikidata.org/wiki/Q2462350),[Kripke-Joyal semantics](https://ncatlab.org/nlab/show/Kripke-Joyal%20semantics)
[Q192826](https://www.wikidata.org/wiki/Q192826),[Kronecker delta](https://ncatlab.org/nlab/show/Kronecker%20delta)
[Q1225713](https://www.wikidata.org/wiki/Q1225713),[Krull dimension](https://ncatlab.org/nlab/show/Krull%20dimension)
[Q1478885](https://www.wikidata.org/wiki/Q1478885),[Kruskal–Szekeres coordinates](https://ncatlab.org/nlab/show/Kruskal%E2%80%93Szekeres%20coordinates)
[Q1548483](https://www.wikidata.org/wiki/Q1548483),[Kummer theory](https://ncatlab.org/nlab/show/Kummer%20theory)
[Q1609490](https://www.wikidata.org/wiki/Q1609490),[Kähler differential](https://ncatlab.org/nlab/show/K%C3%A4hler%20differential)
[Q1353916](https://www.wikidata.org/wiki/Q1353916),[Kähler manifold](https://ncatlab.org/nlab/show/K%C3%A4hler%20manifold)
[Q1353916](https://www.wikidata.org/wiki/Q1353916),[Kähler metric](https://ncatlab.org/nlab/show/K%C3%A4hler%20metric)
[Q1353916](https://www.wikidata.org/wiki/Q1353916),[Kähler potential](https://ncatlab.org/nlab/show/K%C3%A4hler%20potential)
[Q1309313](https://www.wikidata.org/wiki/Q1309313),[Kähler-Einstein manifold](https://ncatlab.org/nlab/show/K%C3%A4hler-Einstein%20manifold)
[Q897769](https://www.wikidata.org/wiki/Q897769),[König's theorem](https://ncatlab.org/nlab/show/K%C3%B6nig%27s%20theorem)
[Q1789063](https://www.wikidata.org/wiki/Q1789063),[L-function](https://ncatlab.org/nlab/show/L-function)
[Q6456169](https://www.wikidata.org/wiki/Q6456169),[L-theory](https://ncatlab.org/nlab/show/L-theory)
[Q598870](https://www.wikidata.org/wiki/Q598870),[Lagrange multiplier](https://ncatlab.org/nlab/show/Lagrange%20multiplier)
[Q505798](https://www.wikidata.org/wiki/Q505798),[Lagrange's theorem](https://ncatlab.org/nlab/show/Lagrange%27s%20theorem)
[Q505735](https://www.wikidata.org/wiki/Q505735),[Lagrangian density](https://ncatlab.org/nlab/show/Lagrangian%20density)
