Wikidata ID,Wikidata Label,BCT Name,BCT Link,Chicago Name,Chicago Link,Clowder Name,Clowder Link,Context Name,Context Link,Mathlib Name,Mathlib Link,nLab Name,nLab Link,PlanetMath Name,PlanetMath Link,Wikipedia Link
Q2716519,Injective module,,,,,,,,,,,injective module,https://ncatlab.org/nlab/show/injective+module,injective module,http://planetmath.org/injectivemodule,https://en.wikipedia.org/wiki/Injective%20module
Q2719767,Antilinear map,,,,,,,,,,,antilinear map,https://ncatlab.org/nlab/show/antilinear+map,,,https://en.wikipedia.org/wiki/Antilinear%20map
Q2721559,Coordinate chart,,,,,,,,,,,topological manifold,https://ncatlab.org/nlab/show/topological+manifold,topological manifold,http://planetmath.org/topologicalmanifold,https://en.wikipedia.org/wiki/Topological%20manifold
Q272172,Hamming distance,,,,,,,,,,,,,Hamming metric,http://planetmath.org/hammingmetric,https://en.wikipedia.org/wiki/Hamming%20distance
Q272404,Finite set,,,,,,,,,finite set,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/Finset/Defs.html#Finset,finite set,https://ncatlab.org/nlab/show/finite+set,,,https://en.wikipedia.org/wiki/Finite%20set
Q2724480,Quaternionic projective space,,,,,,,,,,,quaternionic projective space,https://ncatlab.org/nlab/show/quaternionic+projective+space,,,https://en.wikipedia.org/wiki/Quaternionic%20projective%20space
Q2725924,Product of group,,,,,,,,,,,direct product,https://ncatlab.org/nlab/show/direct+product,,,https://en.wikipedia.org/wiki/Direct%20product%20of%20groups
Q272621,Dirac equation,,,,,,,,,,,Dirac equation,https://ncatlab.org/nlab/show/Dirac+equation,Dirac equation,http://planetmath.org/diracequation,https://en.wikipedia.org/wiki/Dirac%20equation
Q272735,Tree (graph theory),,,tree,https://mathgloss.github.io/MathGloss/chicago/tree,,,,,,,leaf,https://ncatlab.org/nlab/show/leaf,ordered tree,http://planetmath.org/orderedtree,https://en.wikipedia.org/wiki/Tree%20%28graph%20theory%29
Q2727849,Majorana spinor,,,,,,,,,,,Majorana spinor,https://ncatlab.org/nlab/show/Majorana+spinor,,,https://en.wikipedia.org/wiki/Majorana%20equation
Q273008,TrigonometricFunctions/Trigonometric Identities,,,,,,,,,,,trigonometric identity,https://ncatlab.org/nlab/show/trigonometric+identity,trigonometric equations,http://planetmath.org/trigonometricequations,https://en.wikipedia.org/wiki/List%20of%20trigonometric%20identities
Q273023,Euler's constant,,,,,,,,,,,,,Euler’s constant,http://planetmath.org/eulersconstant,https://en.wikipedia.org/wiki/Euler%27s%20constant
Q273037,Hamiltonian cycle,,,,,,,,,,,,,Hamiltonian path,http://planetmath.org/hamiltonianpath,https://en.wikipedia.org/wiki/Hamiltonian%20path
Q273167,Hilberts third problem,,,,,,,,,,,Hilbert's problems,https://ncatlab.org/nlab/show/Hilbert%27s+problems,,,https://en.wikipedia.org/wiki/Hilbert%27s%20problems
Q273176,Normal vector,,,,,,,,,,,normal vector,https://ncatlab.org/nlab/show/normal+vector,surface normal,http://planetmath.org/surfacenormal,https://en.wikipedia.org/wiki/Normal%20%28geometry%29
Q273188,CantorSet,,,Cantor set,https://mathgloss.github.io/MathGloss/chicago/cantor_set,,,,,,,,,Cantor set,http://planetmath.org/cantorset,https://en.wikipedia.org/wiki/Cantor%20set
Q273328,Integration by parts,,,,,,,,,,,integration by parts,https://ncatlab.org/nlab/show/integration+by+parts,integration by parts,http://planetmath.org/integrationbyparts,https://en.wikipedia.org/wiki/Integration%20by%20parts
Q2734084,Bohr–Mollerup theorem,,,,,,,,,,,,,Bohr-Mollerup theorem,http://planetmath.org/bohrmolleruptheorem,https://en.wikipedia.org/wiki/Bohr%E2%80%93Mollerup%20theorem
Q2734388,Vector projection,,,,,,,,,,,,,vector projection,http://planetmath.org/vectorprojection,https://en.wikipedia.org/wiki/Vector%20projection
Q273508,Cosmic inflation,,,,,,,,,,,cosmic inflation,https://ncatlab.org/nlab/show/cosmic+inflation,,,https://en.wikipedia.org/wiki/Cosmic%20inflation
Q2737027,Failure rate,,,,,,,,,,,,,hazard function,http://planetmath.org/hazardfunction,https://en.wikipedia.org/wiki/Failure%20rate
Q273711,Einstein field equation,,,,,,,,,,,Einstein equation,https://ncatlab.org/nlab/show/Einstein+equation,Einstein field equations,http://planetmath.org/einsteinfieldequations,https://en.wikipedia.org/wiki/Einstein%20field%20equations
Q2739329,Square matrix,,,,,,,,,,,square matrix,https://ncatlab.org/nlab/show/square+matrix,square matrix,http://planetmath.org/squarematrix,https://en.wikipedia.org/wiki/Square%20matrix
Q2739990,Subbase,,,,,,,,,,,,,subbasis,http://planetmath.org/subbasis,https://en.wikipedia.org/wiki/Subbase
Q2740469,Sequentially continuous,,,,,,,,,sequential space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Sequences.html#SequentialSpace,,,sequentially continuous,http://planetmath.org/sequentiallycontinuous,https://en.wikipedia.org/wiki/Sequential%20space
Q2742711,Eccentricity (graph theory),,,,,,,,,,,radius,https://ncatlab.org/nlab/show/radius,radius,http://planetmath.org/radius,https://en.wikipedia.org/wiki/Distance%20%28graph%20theory%29
Q2745944,Regular polytope,,,,,,,,,,,regular polytope,https://ncatlab.org/nlab/show/regular+polytope,,,https://en.wikipedia.org/wiki/Regular%20polytope
Q2746792,Noncommutative geometry,,,,,,,,,,,noncommutative geometry,https://ncatlab.org/nlab/show/noncommutative+geometry,noncommutative geometry,http://planetmath.org/noncommutativegeometry,https://en.wikipedia.org/wiki/Noncommutative%20geometry
Q2748415,Orientability,,,outward pointing,https://mathgloss.github.io/MathGloss/chicago/outward_pointing,,,,,,,orientation,https://ncatlab.org/nlab/show/orientation,orientation,http://planetmath.org/orientation1,https://en.wikipedia.org/wiki/Orientability
Q2748910,Vector meson,,,,,,,,,,,vector meson,https://ncatlab.org/nlab/show/vector+meson,,,https://en.wikipedia.org/wiki/Vector%20meson
Q275393,Casimir effect,,,,,,,,,,,Casimir effect,https://ncatlab.org/nlab/show/Casimir+effect,,,https://en.wikipedia.org/wiki/Casimir%20effect
Q275447,Slope,,,,,,,,,,,slope of a line,https://ncatlab.org/nlab/show/slope+of+a+line,slope,http://planetmath.org/slope,https://en.wikipedia.org/wiki/Slope
Q275596,Imperative programming,,,,,,,,,,,imperative programming,https://ncatlab.org/nlab/show/imperative+programming,,,https://en.wikipedia.org/wiki/Imperative%20programming
Q275603,Logic programming,,,,,,,,,,,logic programming,https://ncatlab.org/nlab/show/logic+programming,,,https://en.wikipedia.org/wiki/Logic%20programming
Q27628,Linear Algebra/Linear Combination,,,,,,,,,,,superposition,https://ncatlab.org/nlab/show/superposition,linear combination,http://planetmath.org/linearcombination,https://en.wikipedia.org/wiki/Linear%20combination
Q27670,Linear Algebra/Linearly Independent Vectors,,,linearly independent group elements,https://mathgloss.github.io/MathGloss/chicago/linearly_independent_group_elements,,,,,,,,,linearly independent,http://planetmath.org/linearlyindependent,https://en.wikipedia.org/wiki/Linear%20independence
Q2777107,Goedel's constructible universe,,,,,,,,,,,constructible universe,https://ncatlab.org/nlab/show/constructible+universe,,,https://en.wikipedia.org/wiki/Constructible%20universe
Q2778065,Cayley transform,,,,,,,,,,,Cayley transform,https://ncatlab.org/nlab/show/Cayley+transform,,,https://en.wikipedia.org/wiki/Cayley%20transform
Q277816,Pentaquark,,,,,,,,,,,pentaquark,https://ncatlab.org/nlab/show/pentaquark,,,https://en.wikipedia.org/wiki/Pentaquark
Q278338,Pariah group,,,,,,,,,,,pariah group,https://ncatlab.org/nlab/show/pariah+group,,,https://en.wikipedia.org/wiki/Pariah%20group
Q2785361,Monoid object,monoid,https://arxiv.org/pdf/1612.09375#page=23,,,,,monoid,https://emilyriehl.github.io/files/context.pdf#page=23,,,monoid,https://ncatlab.org/nlab/show/monoid,monoid,http://planetmath.org/monoid,https://en.wikipedia.org/wiki/Monoid%20%28category%20theory%29
Q278770,Von Neumann–Bernays–Gödel set theory,,,,,,,,,,,von Neumann–Bernays–Gödel set theory,https://ncatlab.org/nlab/show/von+Neumann%E2%80%93Bernays%E2%80%93G%C3%B6del+set+theory,von Neumann-Bernays-Gödel set theory,http://planetmath.org/vonneumannbernaysgodelsettheory,https://en.wikipedia.org/wiki/Von%20Neumann%E2%80%93Bernays%E2%80%93G%C3%B6del%20set%20theory
Q2788118,E8 manifold,,,,,,,,,,,E₈ manifold,https://ncatlab.org/nlab/show/E%E2%82%88+manifold,,,https://en.wikipedia.org/wiki/E8%20manifold
Q27887161,Schelling,,,,,,,,,,,Schelling,https://ncatlab.org/nlab/show/Schelling,,,https://en.wikipedia.org/wiki/Schelling
Q2790210,Binary cyclic group,,,,,,,,,,,binary cyclic group,https://ncatlab.org/nlab/show/binary+cyclic+group,,,https://en.wikipedia.org/wiki/Binary%20cyclic%20group
Q2793600,Stark–Heegner theorem,,,,,,,,,,,,,class numbers of imaginary quadratic fields,http://planetmath.org/classnumbersofimaginaryquadraticfields,https://en.wikipedia.org/wiki/Stark%E2%80%93Heegner%20theorem
Q279433,Multi-function printer,,,,,,,,,,,multifunction,https://ncatlab.org/nlab/show/multifunction,multifunction,http://planetmath.org/multifunction,https://en.wikipedia.org/wiki/Multi-function%20printer
Q2794475,Unimodular lattice,,,,,,,,,,,,,unimodular lattice,http://planetmath.org/unimodularlattice,https://en.wikipedia.org/wiki/Unimodular%20lattice
Q27948,List (abstract data type),,,,,,,list monad,https://emilyriehl.github.io/files/context.pdf#page=176,,,list monad,https://ncatlab.org/nlab/show/list+monad,,,https://en.wikipedia.org/wiki/List%20%28abstract%20data%20type%29
Q279512,253 Squadron (Israel),,,,,relations:composition-of-relations,https://www.clowderproject.com/tag/00QU.html,,,,,,,,,https://en.wikipedia.org/wiki/253%20Squadron%20%28Israel%29
Q2795123,Composition of relations,,,,,,,,,,,,,relation composition,http://planetmath.org/relationcomposition,https://en.wikipedia.org/wiki/Composition%20of%20relations
Q2796622,MeaN,,,,,,,,,,,mean,https://ncatlab.org/nlab/show/mean,mean,http://planetmath.org/mean,https://en.wikipedia.org/wiki/Mean
Q2797,Run-length encoding,,,,,,,,,,,,,run-length encoding,http://planetmath.org/runlengthencoding,https://en.wikipedia.org/wiki/Run-length%20encoding
Q280222,Tetrahedral symmetry,,,,,,,,,,,tetrahedral group,https://ncatlab.org/nlab/show/tetrahedral+group,,,https://en.wikipedia.org/wiki/Tetrahedral%20symmetry
Q28113351,Inequality (mathematics),,,,,,,,,,,inequality,https://ncatlab.org/nlab/show/inequality,quadratic inequality,http://planetmath.org/quadraticinequality,https://en.wikipedia.org/wiki/Inequality%20%28mathematics%29
Q28148561,Simons Fellow in Theoretical Physics,,,,,,,,,,,Simons Foundation,https://ncatlab.org/nlab/show/Simons+Foundation,,,https://en.wikipedia.org/wiki/Simons%20Foundation
Q281854,Prenex normal form,,,,,,,,,,,,,prenex form,http://planetmath.org/prenexform,https://en.wikipedia.org/wiki/Prenex%20normal%20form
Q2818984,BulletML,,,,,,,,,,,Kenta Cho,https://ncatlab.org/nlab/show/Kenta+Cho,,,https://en.wikipedia.org/wiki/ABA%20Games
Q281995,Wagstaff prime,,,,,,,,,,,,,Wagstaff prime,http://planetmath.org/wagstaffprime,https://en.wikipedia.org/wiki/Wagstaff%20prime
Q282023,Euler - Maclaurin formula,,,,,,,,,,,Euler-MacLaurin formula,https://ncatlab.org/nlab/show/Euler-MacLaurin+formula,Euler-Maclaurin summation formula,http://planetmath.org/eulermaclaurinsummationformula,https://en.wikipedia.org/wiki/Euler%E2%80%93Maclaurin%20formula
Q282099,Pentahedron,,,,,,,,,,,,,pentahedron,http://planetmath.org/pentahedron,https://en.wikipedia.org/wiki/Pentahedron
Q282327,Von Mangoldt function,,,,,,,,,,,,,Mangoldt function,http://planetmath.org/mangoldtfunction,https://en.wikipedia.org/wiki/Von%20Mangoldt%20function
Q282491,Strictly dominated strategy,,,,,,,,,,,dominance,https://ncatlab.org/nlab/show/dominance,dominant strategy,http://planetmath.org/dominantstrategy,https://en.wikipedia.org/wiki/Strategic%20dominance
Q282649,Pentagonal number theorem,,,,,,,,,,,,,pentagonal number theorem,http://planetmath.org/pentagonalnumbertheorem,https://en.wikipedia.org/wiki/Pentagonal%20number%20theorem
Q2835923,Azumaya algebra,,,,,,,,,,,Azumaya algebra,https://ncatlab.org/nlab/show/Azumaya+algebra,,,https://en.wikipedia.org/wiki/Azumaya%20algebra
Q2835946,Zinbiel algebra,,,,,,,,,,,Zinbiel algebra,https://ncatlab.org/nlab/show/Zinbiel+algebra,,,https://en.wikipedia.org/wiki/Zinbiel%20algebra
Q2835957,Composition algebra,,,,,,,,,,,composition algebra,https://ncatlab.org/nlab/show/composition+algebra,composition algebra,http://planetmath.org/compositionalgebra,https://en.wikipedia.org/wiki/Composition%20algebra
Q2835962,Quasi-Hopf algebra,,,,,,,,,,,quasi-Hopf algebra,https://ncatlab.org/nlab/show/quasi-Hopf+algebra,,,https://en.wikipedia.org/wiki/Quasi-Hopf%20algebra
Q2835967,Quaternion algebra,,,,,,,,,,,,,quaternion algebra,http://planetmath.org/quaternionalgebra,https://en.wikipedia.org/wiki/Quaternion%20algebra
Q2835968,Finitely generated algebra,,,,,,,,,,,finitely generated algebra,https://ncatlab.org/nlab/show/finitely+generated+algebra,,,https://en.wikipedia.org/wiki/Finitely%20generated%20algebra
Q2836000,*-algebra,,,,,,,,,,,star-algebra,https://ncatlab.org/nlab/show/star-algebra,involutory ring,http://planetmath.org/involutoryring,https://en.wikipedia.org/wiki/%2A-algebra
Q2836018,Separable algebra,,,,,,,,,,,separable algebra,https://ncatlab.org/nlab/show/separable+algebra,,,https://en.wikipedia.org/wiki/Separable%20algebra
Q283804,Nuclear space,,,,,,,,,,,nuclear space,https://ncatlab.org/nlab/show/nuclear+space,nuclear space,http://planetmath.org/nuclearspace,https://en.wikipedia.org/wiki/Nuclear%20space
Q28401130,Alexandrov space,,,,,,,,,,,Alexandrov space,https://ncatlab.org/nlab/show/Alexandrov+space,,,https://en.wikipedia.org/wiki/Alexandrov%20space
Q28402100,Rank of an elliptic curve,,,,,,,,,,,,,rank of an elliptic curve,http://planetmath.org/rankofanellipticcurve,https://en.wikipedia.org/wiki/Rank%20of%20an%20elliptic%20curve
Q284164,General recursive function,,,,,,,,,,,partial recursive function,https://ncatlab.org/nlab/show/partial+recursive+function,,,https://en.wikipedia.org/wiki/General%20recursive%20function
Q2842304,Pillai prime,,,,,,,,,,,,,Pillai prime,http://planetmath.org/pillaiprime,https://en.wikipedia.org/wiki/Pillai%20prime
Q284347,T1 space,,,,,,,,,,,,,T1 space,http://planetmath.org/t1space,https://en.wikipedia.org/wiki/T1%20space
Q2844249,Regular category,,,,,,,kernel pair,https://emilyriehl.github.io/files/context.pdf#page=121,,,regular logic,https://ncatlab.org/nlab/show/regular+logic,,,https://en.wikipedia.org/wiki/Regular%20category
Q2845197,Constructive analysis,,,,,,,,,,,Foundations of Constructive Analysis,https://ncatlab.org/nlab/show/Foundations+of+Constructive+Analysis,,,https://en.wikipedia.org/wiki/Constructive%20analysis
Q28453807,Quantum hadrodynamics,,,,,,,,,,,quantum hadrodynamics,https://ncatlab.org/nlab/show/quantum+hadrodynamics,,,https://en.wikipedia.org/wiki/Quantum%20hadrodynamics
Q28455048,Magic triangle (mathematics),,,,,,,,,,,magic triangle,https://ncatlab.org/nlab/show/magic+triangle,,,https://en.wikipedia.org/wiki/Magic%20triangle%20%28mathematics%29
Q28455141,Cartier dual,,,,,,,,,,,Cartier duality,https://ncatlab.org/nlab/show/Cartier+duality,,,https://en.wikipedia.org/wiki/Cartier%20duality
Q28456143,Topological recursion,,,,,,,,,,,topological recursion,https://ncatlab.org/nlab/show/topological+recursion,,,https://en.wikipedia.org/wiki/Topological%20recursion
Q28456166,Asymptotic dimension,,,,,,,,,,,asymptotic dimension,https://ncatlab.org/nlab/show/asymptotic+dimension,,,https://en.wikipedia.org/wiki/Asymptotic%20dimension
Q28456647,Bondi–Metzner–Sachs group,,,,,,,,,,,Bondi-Metzner-Sachs group,https://ncatlab.org/nlab/show/Bondi-Metzner-Sachs+group,,,https://en.wikipedia.org/wiki/Bondi%E2%80%93Metzner%E2%80%93Sachs%20group
Q28457369,Outer space (mathematics),,,,,,,,,,,Outer space,https://ncatlab.org/nlab/show/Outer+space,,,https://en.wikipedia.org/wiki/Outer%20space%20%28mathematics%29
Q28458660,Geometric class field theory,,,,,,,,,,,geometric class field theory,https://ncatlab.org/nlab/show/geometric+class+field+theory,,,https://en.wikipedia.org/wiki/Geometric%20class%20field%20theory
Q284960,Mordell's theorem,,,,,,,,,,,Mordell-Weil theorem,https://ncatlab.org/nlab/show/Mordell-Weil+theorem,Mordell-Weil theorem,http://planetmath.org/mordellweiltheorem,https://en.wikipedia.org/wiki/Mordell%E2%80%93Weil%20theorem
Q2849637,Theta vacuum,,,,,,,,,,,theta vacuum,https://ncatlab.org/nlab/show/theta+vacuum,,,https://en.wikipedia.org/wiki/Theta%20vacuum
Q28509,Vertex operator algebra,,,,,,,,,,,vertex operator algebra,https://ncatlab.org/nlab/show/vertex+operator+algebra,,,https://en.wikipedia.org/wiki/Vertex%20operator%20algebra
Q2851410,Coherent ring,,,,,,,,,,,coherent ring,https://ncatlab.org/nlab/show/coherent+ring,,,https://en.wikipedia.org/wiki/Coherent%20ring
Q2851437,Semisimple algebra,,,,,,,,,,,semisimple algebra,https://ncatlab.org/nlab/show/semisimple+algebra,,,https://en.wikipedia.org/wiki/Semisimple%20algebra
Q2851438,GCD domain,,,,,,,,,,,GCD domain,https://ncatlab.org/nlab/show/GCD+domain,gcd domain,http://planetmath.org/gcddomain,https://en.wikipedia.org/wiki/GCD%20domain
Q2851442,Domain (ring theory),,,,,,,,,,,domain (ring theory),https://ncatlab.org/nlab/show/domain+%28ring+theory%29,,,https://en.wikipedia.org/wiki/Domain%20%28ring%20theory%29
Q28517129,Genus (mathematics),,,,,,,,,,,genus of a surface,https://ncatlab.org/nlab/show/genus+of+a+surface,genus of topological surface,http://planetmath.org/genusoftopologicalsurface,https://en.wikipedia.org/wiki/Genus%20%28mathematics%29
Q2852446,Handle decomposition,,,,,,,,,,,,,handle decomposition,http://planetmath.org/handledecomposition,https://en.wikipedia.org/wiki/Handle%20decomposition
Q2855673,Cofree coalgebra,,,,,,,,,,,cofree coalgebra,https://ncatlab.org/nlab/show/cofree+coalgebra,,,https://en.wikipedia.org/wiki/Cofree%20coalgebra
Q285719,Thales's theorem,,,,,,,,,,,,,Thales’ theorem,http://planetmath.org/thalestheorem,https://en.wikipedia.org/wiki/Thales%27s%20theorem
Q285771,Stieltjes Integral,,,,,,,,,,,Stieltjes integral,https://ncatlab.org/nlab/show/Stieltjes+integral,Riemann-Stieltjes integral,http://planetmath.org/riemannstieltjesintegral,https://en.wikipedia.org/wiki/Riemann%E2%80%93Stieltjes%20integral
Q2858846,Transpose of a linear map,,,adjoint of a linear transformation,https://mathgloss.github.io/MathGloss/chicago/adjoint_of_a_linear_transformation,,,,,,,,,,,https://en.wikipedia.org/wiki/Transpose%20of%20a%20linear%20map
Q285949,Naked singularity,,,,,,,,,,,naked singularity,https://ncatlab.org/nlab/show/naked+singularity,,,https://en.wikipedia.org/wiki/Naked%20singularity
Q2859736,Tree (set theory),,,,,,,,,,,,,tree (set theoretic),http://planetmath.org/treesettheoretic,https://en.wikipedia.org/wiki/Tree%20%28set%20theory%29
Q2859794,Real tree,,,,,,,,,,,,,real tree,http://planetmath.org/realtree,https://en.wikipedia.org/wiki/Real%20tree
Q2864650,Mathematical art,,,,,,,,,,,,,morphic number,http://planetmath.org/morphicnumber,https://en.wikipedia.org/wiki/Mathematics%20and%20art
Q28649150,M5-brane,,,,,,,,,,,M5-brane,https://ncatlab.org/nlab/show/M5-brane,,,https://en.wikipedia.org/wiki/M5-brane
Q2865000,Arthur Besse,,,,,,,,,,,Arthur Besse,https://ncatlab.org/nlab/show/Arthur+Besse,,,https://en.wikipedia.org/wiki/Arthur%20Besse
Q286972,P-group,,,p-primary component of an abelian group,https://mathgloss.github.io/MathGloss/chicago/p-primary_component_of_an_abelian_group,,,,,,,p-primary group,https://ncatlab.org/nlab/show/p-primary+group,p-group,http://planetmath.org/pgroup,https://en.wikipedia.org/wiki/P-group
Q287183,De dicto and de re,,,,,,,,,,,de re and de dicto,https://ncatlab.org/nlab/show/de+re+and+de+dicto,,,https://en.wikipedia.org/wiki/De%20dicto%20and%20de%20re
Q2872609,Automath,,,,,,,,,,,Automath,https://ncatlab.org/nlab/show/Automath,,,https://en.wikipedia.org/wiki/Automath
Q2873,Principal component analysis,,,,,,,,,,,,,principal components analysis,http://planetmath.org/principalcomponentsanalysis,https://en.wikipedia.org/wiki/Principal%20component%20analysis
Q287347,Gradient theorem,,,,,,,,,,,,,gradient theorem,http://planetmath.org/gradienttheorem,https://en.wikipedia.org/wiki/Gradient%20theorem
Q287419,J-invariant,,,,,,,,,,,j-invariant,https://ncatlab.org/nlab/show/j-invariant,j-invariant,http://planetmath.org/jinvariant,https://en.wikipedia.org/wiki/J-invariant
Q2874804,Wightman axioms,,,,,,,,,,,Wightman axioms,https://ncatlab.org/nlab/show/Wightman+axioms,,,https://en.wikipedia.org/wiki/Wightman%20axioms
Q2877,Discrete cosine transform,,,,,,,,,,,,,discrete cosine transform,http://planetmath.org/discretecosinetransform,https://en.wikipedia.org/wiki/Discrete%20cosine%20transform
Q2878,Discrete Fourier transform,,,,,,,,,,,discrete Fourier transform,https://ncatlab.org/nlab/show/discrete+Fourier+transform,discrete Fourier transform,http://planetmath.org/discretefouriertransform,https://en.wikipedia.org/wiki/Discrete%20Fourier%20transform
Q2878515,Analytical hierarchy,,,,,,,,,,,,,analytic hierarchy,http://planetmath.org/analytichierarchy,https://en.wikipedia.org/wiki/Analytical%20hierarchy
Q288465,Group action,G-set,https://arxiv.org/pdf/1612.09375#page=30,group action,https://mathgloss.github.io/MathGloss/chicago/group_action,,,transitive action,https://emilyriehl.github.io/files/context.pdf#page=81,group action,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Action/Defs.html#MulAction,transitive action,https://ncatlab.org/nlab/show/transitive+action,simply transitive,http://planetmath.org/simplytransitive,https://en.wikipedia.org/wiki/Group%20action
Q288764,Étale fundamental group,,,,,,,,,,,Galois cover,https://ncatlab.org/nlab/show/Galois+cover,étale fundamental group,http://planetmath.org/etalefundamentalgroup,https://en.wikipedia.org/wiki/%C3%89tale%20fundamental%20group
Q289093,Localization (commutative algebra),,,,,,,,,,,localization of a ring,https://ncatlab.org/nlab/show/localization+of+a+ring,localization of a module,http://planetmath.org/localizationofamodule,https://en.wikipedia.org/wiki/Localization%20%28commutative%20algebra%29
Q2893695,Cohen–Macaulay ring,,,,,,,,,,,Cohen-Macaulay ring,https://ncatlab.org/nlab/show/Cohen-Macaulay+ring,Cohen-Macaulay module,http://planetmath.org/cohenmacaulaymodule,https://en.wikipedia.org/wiki/Cohen%E2%80%93Macaulay%20ring
Q289411,Little-lp space,,,,,,,,,,,sequence space,https://ncatlab.org/nlab/show/sequence+space,,,https://en.wikipedia.org/wiki/Sequence%20space
Q2894153,Well partial order,,,,,,,,,,,well-quasi-order,https://ncatlab.org/nlab/show/well-quasi-order,well quasi ordering,http://planetmath.org/wellquasiordering,https://en.wikipedia.org/wiki/Well-quasi-ordering
Q2894292,Diagonal intersection,,,,,,,,,,,,,diagonal intersection,http://planetmath.org/diagonalintersection,https://en.wikipedia.org/wiki/Diagonal%20intersection
Q2894873,Prüfer ring,,,,,,,,,,,,,Prüfer ring,http://planetmath.org/pruferring,https://en.wikipedia.org/wiki/Pr%C3%BCfer%20domain
Q2895315,Von Neumann regular ring,,,,,,,,,,,von Neumann regular ring,https://ncatlab.org/nlab/show/von+Neumann+regular+ring,von Neumann regular,http://planetmath.org/vonneumannregular,https://en.wikipedia.org/wiki/Von%20Neumann%20regular%20ring
Q2895824,Definable set,,,,,,,,,definable set,https://leanprover-community.github.io/mathlib4_docs/Mathlib/ModelTheory/Definability.html#Set.Definable,definable set,https://ncatlab.org/nlab/show/definable+set,,,https://en.wikipedia.org/wiki/Definable%20set
Q2896043,Euclidean field,,,,,,,,,,,Euclidean field,https://ncatlab.org/nlab/show/Euclidean+field,Euclidean field,http://planetmath.org/euclideanfield,https://en.wikipedia.org/wiki/Euclidean%20ordered%20field
Q28967,Archimedian spiral/image credits,,,,,,,,,,,,,Archimedean spiral,http://planetmath.org/archimedeanspiral,https://en.wikipedia.org/wiki/Archimedean%20spiral
Q2896709,Endomorphism ring,,,,,,,,,,,endomorphism ring,https://ncatlab.org/nlab/show/endomorphism+ring,ring of endomorphisms,http://planetmath.org/ringofendomorphisms,https://en.wikipedia.org/wiki/Endomorphism%20ring
Q2896863,Knaster–Kuratowski–Mazurkiewicz lemma,,,,,,,,,,,,,KKM lemma,http://planetmath.org/kkmlemma,https://en.wikipedia.org/wiki/Knaster%E2%80%93Kuratowski%E2%80%93Mazurkiewicz%20lemma
Q2898260,Bell state,,,,,,,,,,,Bell state,https://ncatlab.org/nlab/show/Bell+state,,,https://en.wikipedia.org/wiki/Bell%20state
Q2903821,Bimodule,,,,,,,,,,,bimodule,https://ncatlab.org/nlab/show/bimodule,bimodule,http://planetmath.org/bimodule,https://en.wikipedia.org/wiki/Bimodule
Q290420,ADM energy,,,,,,,,,,,ADM mass,https://ncatlab.org/nlab/show/ADM+mass,,,https://en.wikipedia.org/wiki/ADM%20formalism
Q2905043,Principal Ideal Ring,,,,,,,,,,,principal ideal ring,https://ncatlab.org/nlab/show/principal+ideal+ring,principal ideal ring,http://planetmath.org/principalidealring,https://en.wikipedia.org/wiki/Principal%20ideal%20ring
Q2905069,Zero morphism,,,,,,,,,,,zero morphism,https://ncatlab.org/nlab/show/zero+morphism,,,https://en.wikipedia.org/wiki/Zero%20morphism
Q2905137,Invertible sheaf,,,,,,,,,,,,,invertible sheaf,http://planetmath.org/invertiblesheaf,https://en.wikipedia.org/wiki/Invertible%20sheaf
Q2905392,Weakly compact cardinal,,,,,,,,,,,,,weakly compact cardinal,http://planetmath.org/weaklycompactcardinal,https://en.wikipedia.org/wiki/Weakly%20compact%20cardinal
Q2905654,Representation (mathematics),,,,,,,representation,https://emilyriehl.github.io/files/context.pdf#page=69,representation,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RepresentationTheory/Basic.html#Representation,representation,https://ncatlab.org/nlab/show/representation,,,https://en.wikipedia.org/wiki/Representation%20%28mathematics%29
Q290618,Sigma-compact,,,,,,,,,,,sigma-compact topological space,https://ncatlab.org/nlab/show/sigma-compact+topological+space,σ-compact,http://planetmath.org/sigmacompact,https://en.wikipedia.org/wiki/%CE%A3-compact%20space
Q290810,Zorn Lemma,,,,,,,,,,,Zorn's lemma,https://ncatlab.org/nlab/show/Zorn%27s+lemma,,,https://en.wikipedia.org/wiki/Zorn%27s%20lemma
Q291126,Semidirect product,,,semidirect product,https://mathgloss.github.io/MathGloss/chicago/semidirect_product,,,,,,,semidirect product,https://ncatlab.org/nlab/show/semidirect+product,,,https://en.wikipedia.org/wiki/Semidirect%20product
Q2912114,Cartan algebra,,,,,,,,,,,Cartan subalgebra,https://ncatlab.org/nlab/show/Cartan+subalgebra,rank (Lie algebra),http://planetmath.org/rankliealgebra,https://en.wikipedia.org/wiki/Cartan%20subalgebra
Q2912125,G-module,,,,,,,,,,,,,G-module,http://planetmath.org/gmodule,https://en.wikipedia.org/wiki/G-module
Q2912517,Value (mathematics),,,,,,,,,,,value,https://ncatlab.org/nlab/show/value,,,https://en.wikipedia.org/wiki/Value%20%28mathematics%29
Q2912993,Ordinary least squares,,,,,,,,,,,,,normal equations,http://planetmath.org/normalequations,https://en.wikipedia.org/wiki/Ordinary%20least%20squares
