Wikidata ID,Wikidata Label,BCT Name,BCT Link,Chicago Name,Chicago Link,Clowder Name,Clowder Link,Context Name,Context Link,Mathlib Name,Mathlib Link,nLab Name,nLab Link,PlanetMath Name,PlanetMath Link,Wikipedia Link
Q7049229,Noncommutative topology,,,,,,,,,,,noncommutative topology,https://ncatlab.org/nlab/show/noncommutative+topology,noncommutative topology,http://planetmath.org/noncommutativetopology,https://en.wikipedia.org/wiki/Noncommutative%20topology
Q7051413,Grading curve,,,,,,,,,,,curving,https://ncatlab.org/nlab/show/curving,,,https://en.wikipedia.org/wiki/Norm-referenced%20test
Q7051622,Norm residue isomorphism theorem,,,,,,,,,,,norm residue isomorphism theorem,https://ncatlab.org/nlab/show/norm+residue+isomorphism+theorem,,,https://en.wikipedia.org/wiki/Norm%20residue%20isomorphism%20theorem
Q7051829,Normal scheme,,,,,,,,,,,normal variety,https://ncatlab.org/nlab/show/normal+variety,normal variety,http://planetmath.org/normalvariety,https://en.wikipedia.org/wiki/Normal%20scheme
Q7064908,Novikov conjecture,,,,,,,,,,,Novikov conjecture,https://ncatlab.org/nlab/show/Novikov+conjecture,,,https://en.wikipedia.org/wiki/Novikov%20conjecture
Q7068969,Null semigroup,,,,,,,,,,,,,null semigroup,http://planetmath.org/nullsemigroup,https://en.wikipedia.org/wiki/Null%20semigroup
Q7071450,Néron–Severi group,,,,,,,,,,,Néron-Severi group,https://ncatlab.org/nlab/show/N%C3%A9ron-Severi+group,Néron-Severi group,http://planetmath.org/neronseverigroup,https://en.wikipedia.org/wiki/N%C3%A9ron%E2%80%93Severi%20group
Q7071451,Néron-Ogg-Shafarevich criterion,,,,,,,,,,,,,criterion of Néron-Ogg-Shafarevich,http://planetmath.org/criterionofneronoggshafarevich,https://en.wikipedia.org/wiki/N%C3%A9ron%E2%80%93Ogg%E2%80%93Shafarevich%20criterion
Q7072039,O-minimal,,,,,,,,,,,o-minimal structure,https://ncatlab.org/nlab/show/o-minimal+structure,o-minimality,http://planetmath.org/ominimality,https://en.wikipedia.org/wiki/O-minimal%20theory
Q7076549,Ockham algebra,,,,,,,,,,,,,Ockham algebra,http://planetmath.org/ockhamalgebra,https://en.wikipedia.org/wiki/Ockham%20algebra
Q7076681,Octacube (sculpture),,,,,,,,,,,Adrian Ocneanu,https://ncatlab.org/nlab/show/Adrian+Ocneanu,,,https://en.wikipedia.org/wiki/Octacube%20%28sculpture%29
Q7081700,Oka coherence theorem,,,,,,,,,,,,,Oka coherence theorem,http://planetmath.org/okacoherencetheorem,https://en.wikipedia.org/wiki/Oka%20coherence%20theorem
Q70899,Adam,,,,,,,,,,,Adam,https://ncatlab.org/nlab/show/Adam,,,https://en.wikipedia.org/wiki/Adam
Q7097836,Operator K-theory,,,,,,,,,,,operator K-theory,https://ncatlab.org/nlab/show/operator+K-theory,,,https://en.wikipedia.org/wiki/Operator%20K-theory
Q7098616,Opposite category,opposite category,https://arxiv.org/pdf/1612.09375#page=24,opposite category,https://mathgloss.github.io/MathGloss/chicago/opposite_category,,,opposite category,https://emilyriehl.github.io/files/context.pdf#page=27,,,opposite category,https://ncatlab.org/nlab/show/opposite+category,,,https://en.wikipedia.org/wiki/Opposite%20category
Q7100049,Orbit method,,,,,,,,,,,orbit method,https://ncatlab.org/nlab/show/orbit+method,,,https://en.wikipedia.org/wiki/Orbit%20method
Q7100712,Ordered geometry,,,,,,,,,,,,,ordered geometry,http://planetmath.org/orderedgeometry,https://en.wikipedia.org/wiki/Ordered%20geometry
Q7100782,Proof-theoretic ordinal,,,,,,,,,,,ordinal analysis,https://ncatlab.org/nlab/show/ordinal+analysis,,,https://en.wikipedia.org/wiki/Ordinal%20analysis
Q7100975,Ore extension,,,,,,,,,,,Ore extension,https://ncatlab.org/nlab/show/Ore+extension,skew polynomial ring,http://planetmath.org/skewpolynomialring,https://en.wikipedia.org/wiki/Ore%20extension
Q7102401,Oriented graph,,,,,,,,,,,oriented graph,https://ncatlab.org/nlab/show/oriented+graph,,,https://en.wikipedia.org/wiki/Orientation%20%28graph%20theory%29
Q7104431,Orthocompact space,,,,,,,,,,,orthocompact space,https://ncatlab.org/nlab/show/orthocompact+space,,,https://en.wikipedia.org/wiki/Orthocompact%20space
Q7106411,Oscillation (mathematics),,,,,,,,,,,oscillation,https://ncatlab.org/nlab/show/oscillation,,,https://en.wikipedia.org/wiki/Oscillation%20%28mathematics%29
Q7106417,Oscillator representation,,,,,,,,,,,metaplectic representation,https://ncatlab.org/nlab/show/metaplectic+representation,,,https://en.wikipedia.org/wiki/Oscillator%20representation
Q7106440,Osculation,,,,,,,,,,,,,osculating curve,http://planetmath.org/osculatingcurve,https://en.wikipedia.org/wiki/Osculating%20curve
Q7113620,Overdispersion,,,,,,,,,,,,,overdispersion,http://planetmath.org/overdispersion,https://en.wikipedia.org/wiki/Overdispersion
Q7116911,P-adic Hodge theory,,,,,,,,,,,p-adic Hodge theory,https://ncatlab.org/nlab/show/p-adic+Hodge+theory,,,https://en.wikipedia.org/wiki/P-adic%20Hodge%20theory
Q7116914,P-adic Teichmüller theory,,,,,,,,,,,p-adic Teichmüller theory,https://ncatlab.org/nlab/show/p-adic+Teichm%C3%BCller+theory,,,https://en.wikipedia.org/wiki/P-adic%20Teichm%C3%BCller%20theory
Q7116918,P-adic modular form,,,,,,,,,,,p-adic modular form,https://ncatlab.org/nlab/show/p-adic+modular+form,,,https://en.wikipedia.org/wiki/P-adic%20modular%20form
Q7116927,P-compact group,,,,,,,,,,,p-compact group,https://ncatlab.org/nlab/show/p-compact+group,,,https://en.wikipedia.org/wiki/P-compact%20group
Q7116930,P-derivation,,,,,,,,,,,p-derivation,https://ncatlab.org/nlab/show/p-derivation,,,https://en.wikipedia.org/wiki/P-derivation
Q7120416,PROP (category theory),,,,,,,,,,,PROP,https://ncatlab.org/nlab/show/PROP,,,https://en.wikipedia.org/wiki/PROP%20%28category%20theory%29
Q713069,Artin reciprocity,,,,,,,,,,,Artin reciprocity law,https://ncatlab.org/nlab/show/Artin+reciprocity+law,Artin map,http://planetmath.org/artinmap,https://en.wikipedia.org/wiki/Artin%20reciprocity
Q713084,Artinian ring,,,,,,,,,,,artinian ring,https://ncatlab.org/nlab/show/artinian+ring,,,https://en.wikipedia.org/wiki/Artinian%20ring
Q7133733,Parabolic geometry (differential geometry),,,,,,,,,,,parabolic geometry,https://ncatlab.org/nlab/show/parabolic+geometry,,,https://en.wikipedia.org/wiki/Parabolic%20geometry%20%28differential%20geometry%29
Q7134013,Paraconsistent mathematics,,,,,,,,,,,paraconsistent mathematics,https://ncatlab.org/nlab/show/paraconsistent+mathematics,,,https://en.wikipedia.org/wiki/Paraconsistent%20mathematics
Q7134470,Paradoxical set,,,paradoxical set,https://mathgloss.github.io/MathGloss/chicago/paradoxical_set,,,,,,,,,,,https://en.wikipedia.org/wiki/Paradoxical%20set
Q7135231,Parametric Polymorphism,,,,,,,,,,,impredicative polymorphism,https://ncatlab.org/nlab/show/impredicative+polymorphism,,,https://en.wikipedia.org/wiki/Parametric%20polymorphism
Q7136015,Parastatistics,,,,,,,,,,,parastatistics,https://ncatlab.org/nlab/show/parastatistics,,,https://en.wikipedia.org/wiki/Parastatistics
Q7140366,Partial equivalence relation,,,,,,,,,,,partial equivalence relation,https://ncatlab.org/nlab/show/partial+equivalence+relation,,,https://en.wikipedia.org/wiki/Partial%20equivalence%20relation
Q7140394,Partial trace,,,,,,,,,,,partial trace,https://ncatlab.org/nlab/show/partial+trace,,,https://en.wikipedia.org/wiki/Partial%20trace
Q7140405,Partially ordered ring,,,,,,,,,,,partially ordered ring,https://ncatlab.org/nlab/show/partially+ordered+ring,partially ordered ring,http://planetmath.org/partiallyorderedring,https://en.wikipedia.org/wiki/Partially%20ordered%20ring
Q7140407,Partially ordered space,,,,,,,,,,,pospace,https://ncatlab.org/nlab/show/pospace,,,https://en.wikipedia.org/wiki/Partially%20ordered%20space
Q7140635,Partition functional,,,,,,,,,,,partition function,https://ncatlab.org/nlab/show/partition+function,partition function,http://planetmath.org/partitionfunction,https://en.wikipedia.org/wiki/Partition%20function%20%28mathematics%29
Q7141739,Pascal matrix,,,,,,,,,,,,,Pascal matrix,http://planetmath.org/pascalmatrix,https://en.wikipedia.org/wiki/Pascal%20matrix
Q714220,Conjugate elements,,,,,,,,,,,,,Galois conjugate,http://planetmath.org/galoisconjugate,https://en.wikipedia.org/wiki/Conjugate%20element%20%28field%20theory%29
Q714737,Theory of categories,,,,,,,,,,,theory of categories,https://ncatlab.org/nlab/show/theory+of+categories,,,https://en.wikipedia.org/wiki/Theory%20of%20categories
Q714886,Regular polygon,,,,,,,,,,,regular polygon,https://ncatlab.org/nlab/show/regular+polygon,regular polygon,http://planetmath.org/regularpolygon,https://en.wikipedia.org/wiki/Regular%20polygon
Q715358,Additive inverse,,,,,,,,,,,negation,https://ncatlab.org/nlab/show/negation,opposite number,http://planetmath.org/oppositenumber,https://en.wikipedia.org/wiki/Additive%20inverse
Q715396,Solid-state physics,,,,,,,,,,,solid state physics,https://ncatlab.org/nlab/show/solid+state+physics,,,https://en.wikipedia.org/wiki/Solid-state%20physics
Q7154882,Pauli group,,,,,,,,,,,Pauli group,https://ncatlab.org/nlab/show/Pauli+group,,,https://en.wikipedia.org/wiki/Pauli%20group
Q7160905,Peierls bracket,,,,,,,,,,,Peierls bracket,https://ncatlab.org/nlab/show/Peierls+bracket,,,https://en.wikipedia.org/wiki/Peierls%20bracket
Q7160950,Peirce decomposition,,,,,,,,,,,,,Peirce decomposition,http://planetmath.org/peircedecomposition,https://en.wikipedia.org/wiki/Peirce%20decomposition
Q716171,Zero-sum problem,,,,,,,,,Erdős–Ginzburg–Ziv theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Additive/ErdosGinzburgZiv.html#ZMod.erdos_ginzburg_ziv,,,Erdős-Ginzburg-Ziv theorem,http://planetmath.org/erdhosginzburgzivtheorem,https://en.wikipedia.org/wiki/Zero-sum%20problem
Q7168096,Semiperfect ring,,,,,,,,,,,perfect ring,https://ncatlab.org/nlab/show/perfect+ring,,,https://en.wikipedia.org/wiki/Perfect%20ring
Q7168097,Perfect ruler,,,,,,,,,,,,,perfect ruler,http://planetmath.org/perfectruler,https://en.wikipedia.org/wiki/Perfect%20ruler
Q7168098,Perfect set property,,,,,,,,,,,,,Cantor-Bendixson theorem,http://planetmath.org/cantorbendixsontheorem,https://en.wikipedia.org/wiki/Perfect%20set%20property
Q7168101,Perfect set,,,perfect set,https://mathgloss.github.io/MathGloss/chicago/perfect_set,,,,,,,perfect space,https://ncatlab.org/nlab/show/perfect+space,perfect set,http://planetmath.org/perfectset,https://en.wikipedia.org/wiki/Perfect%20set
Q7168619,Period mapping,,,,,,,,,,,period map,https://ncatlab.org/nlab/show/period+map,,,https://en.wikipedia.org/wiki/Period%20mapping
Q7169371,Patern-avoiding permutation,,,,,,,,,,,,,permutation pattern,http://planetmath.org/permutationpattern,https://en.wikipedia.org/wiki/Permutation%20pattern
Q7178199,Petersen's theorem,,,,,,,,,,,,,Petersen theorem,http://planetmath.org/petersentheorem,https://en.wikipedia.org/wiki/Petersen%27s%20theorem
Q718,Chess,chess,https://arxiv.org/pdf/1612.09375#page=80,,,,,,,,,,,chess,http://planetmath.org/chess,https://en.wikipedia.org/wiki/Chess
Q7180612,Phantom map,,,,,,,,,,,phantom map,https://ncatlab.org/nlab/show/phantom+map,,,https://en.wikipedia.org/wiki/Phantom%20map
Q7181,Globalization,,,,,,,,,,,globalizer,https://ncatlab.org/nlab/show/globalizer,,,https://en.wikipedia.org/wiki/Globalization
Q7189618,Physical neural network,,,,,,,,,,,physical neural network,https://ncatlab.org/nlab/show/physical+neural+network,,,https://en.wikipedia.org/wiki/Physical%20neural%20network
Q7190517,Picard-Lefschetz formula,,,,,,,,,,,Picard-Lefschetz theory,https://ncatlab.org/nlab/show/Picard-Lefschetz+theory,,,https://en.wikipedia.org/wiki/Picard%E2%80%93Lefschetz%20theory
Q7190519,Picard-Vessiot theory,,,,,,,,,,,Picard-Vessiot theory,https://ncatlab.org/nlab/show/Picard-Vessiot+theory,,,https://en.wikipedia.org/wiki/Picard%E2%80%93Vessiot%20theory
Q719112,MathWorld,,,,,,,,,,,,,MathWorld,http://planetmath.org/mathworld,https://en.wikipedia.org/wiki/MathWorld
Q7191425,Piecewise linear manifold,,,,,,,,,,,piecewise-linear manifold,https://ncatlab.org/nlab/show/piecewise-linear+manifold,,,https://en.wikipedia.org/wiki/Piecewise%20linear%20manifold
Q719395,Category (mathematics),object,https://arxiv.org/pdf/1612.09375#page=18,category,https://mathgloss.github.io/MathGloss/chicago/category,categories:categories,https://www.clowderproject.com/tag/00WB.html,locally small category,https://emilyriehl.github.io/files/context.pdf#page=25,small category,https://leanprover-community.github.io/mathlib4_docs/Mathlib/CategoryTheory/Category/Basic.html#CategoryTheory.SmallCategory,small category,https://ncatlab.org/nlab/show/small+category,,,https://en.wikipedia.org/wiki/Category%20%28mathematics%29
Q7194770,Pin group,,,,,,,,,,,pin group,https://ncatlab.org/nlab/show/pin+group,,,https://en.wikipedia.org/wiki/Pin%20group
Q7195651,Ping-pong lemma,,,,,,,,,,,,,ping-pong lemma,http://planetmath.org/pingponglemma,https://en.wikipedia.org/wiki/Ping-pong%20lemma
Q719602,Prevalence,,,,,,,,,,,prevalence,https://ncatlab.org/nlab/show/prevalence,,,https://en.wikipedia.org/wiki/Prevalence
Q7200954,Planar algebra,,,,,,,,,,,planar algebra,https://ncatlab.org/nlab/show/planar+algebra,,,https://en.wikipedia.org/wiki/Planar%20algebra
Q7200979,Plancherel measure,,,,,,,,,,,Plancherel measure,https://ncatlab.org/nlab/show/Plancherel+measure,,,https://en.wikipedia.org/wiki/Plancherel%20measure
Q720469,Chevalley–Warning theorem,,,,,,,,,Chevalley-Warning theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/FieldTheory/ChevalleyWarning.html#char_dvd_card_solutions,,,,,https://en.wikipedia.org/wiki/Chevalley%E2%80%93Warning%20theorem
Q7204726,Plethysm,,,,,,,,,,,plethysm,https://ncatlab.org/nlab/show/plethysm,,,https://en.wikipedia.org/wiki/Plethysm
Q7205562,Pluripolar set,,,,,,,,,,,,,pluripolar set,http://planetmath.org/pluripolarset,https://en.wikipedia.org/wiki/Pluripolar%20set
Q7205565,Plurisubharmonic function,,,,,,,,,,,,,plurisubharmonic function,http://planetmath.org/plurisubharmonicfunction,https://en.wikipedia.org/wiki/Plurisubharmonic%20function
Q7205616,Plus construction,,,,,,,,,,,plus construction,https://ncatlab.org/nlab/show/plus+construction,,,https://en.wikipedia.org/wiki/Plus%20construction
Q7205923,Plücker's conoid,,,,,,,,,,,,,Plücker’s conoid,http://planetmath.org/pluckersconoid,https://en.wikipedia.org/wiki/Pl%C3%BCcker%27s%20conoid
Q7207863,Poincaré complex,,,,,,,,,,,Poincaré complex,https://ncatlab.org/nlab/show/Poincar%C3%A9+complex,,,https://en.wikipedia.org/wiki/Poincar%C3%A9%20complex
Q7207903,Point-finite collection,,,,,,,,,,,,,point-finite,http://planetmath.org/pointfinite,https://en.wikipedia.org/wiki/Point-finite%20collection
Q7208386,Pointless topology,,,,,,,,,,,point-free topology,https://ncatlab.org/nlab/show/point-free+topology,,,https://en.wikipedia.org/wiki/Pointless%20topology
Q7208500,Law of rare events,,,,,,,,,,,,,law of rare events,http://planetmath.org/lawofrareevents,https://en.wikipedia.org/wiki/Poisson%20limit%20theorem
Q7208504,Poisson ring,,,,,,,,,,,,,Poisson ring,http://planetmath.org/poissonring,https://en.wikipedia.org/wiki/Poisson%20ring
Q7208511,Poisson–Lie group,,,,,,,,,,,Poisson Lie group,https://ncatlab.org/nlab/show/Poisson+Lie+group,,,https://en.wikipedia.org/wiki/Poisson%E2%80%93Lie%20group
Q7209073,Polar curve,,,,,,,,,,,,,polar curve,http://planetmath.org/polarcurve,https://en.wikipedia.org/wiki/Polar%20curve
Q7209084,Polar homology,,,,,,,,,,,polar homology,https://ncatlab.org/nlab/show/polar+homology,,,https://en.wikipedia.org/wiki/Polar%20homology
Q720931,One-way function,,,,,,,,,,,,,one-way function,http://planetmath.org/onewayfunction,https://en.wikipedia.org/wiki/One-way%20function
Q7210138,Polite number,,,,,,,,,,,,,polite number,http://planetmath.org/politenumber,https://en.wikipedia.org/wiki/Polite%20number
Q721026,163 (number),,,,,,,,,,,,,one hundred sixty-three,http://planetmath.org/onehundredsixtythree,https://en.wikipedia.org/wiki/163%20%28number%29
Q721094,Topological quantum field theory,,,,,,,,,,,topological quantum field theory,https://ncatlab.org/nlab/show/topological+quantum+field+theory,,,https://en.wikipedia.org/wiki/Topological%20quantum%20field%20theory
Q721695,Szemerédi–Trotter theorem,,,,,,,,,,,,,Szemerédi-Trotter theorem,http://planetmath.org/szemereditrottertheorem,https://en.wikipedia.org/wiki/Szemer%C3%A9di%E2%80%93Trotter%20theorem
Q7226119,Polyadic algebra,,,,,,,,,,,,,polyadic algebra,http://planetmath.org/polyadicalgebra,https://en.wikipedia.org/wiki/Polyadic%20algebra
Q7226477,Computad,,,,,,,,,,,computad,https://ncatlab.org/nlab/show/computad,,,https://en.wikipedia.org/wiki/Polygraph%20%28mathematics%29
Q7226530,Polymatroid,,,,,,,,,,,,,polymatroid,http://planetmath.org/polymatroid,https://en.wikipedia.org/wiki/Polymatroid
Q7226641,Polynomial identity ring,,,,,,,,,,,polynomial identity ring,https://ncatlab.org/nlab/show/polynomial+identity+ring,standard identity,http://planetmath.org/standardidentity,https://en.wikipedia.org/wiki/Polynomial%20identity%20ring
Q722700,Erdős–Bacon number,,,,,,,,,,,,,Erdős-Bacon number,http://planetmath.org/erdhosbaconnumber,https://en.wikipedia.org/wiki/Erd%C5%91s%E2%80%93Bacon%20number
Q722878,Master equation,,,,,,,,,,,master equation,https://ncatlab.org/nlab/show/master+equation,,,https://en.wikipedia.org/wiki/Master%20equation
Q7233031,Thin category,,,,,categories:posetal-categories,https://www.clowderproject.com/tag/00X3.html,,,,,thin category,https://ncatlab.org/nlab/show/thin+category,,,https://en.wikipedia.org/wiki/Posetal%20category
Q7233279,Positive linear functional,,,,,,,,,,,,,positive linear functional,http://planetmath.org/positivelinearfunctional,https://en.wikipedia.org/wiki/Positive%20linear%20functional
Q7233606,PostBQP,,,,,,,,,,,PostBQP,https://ncatlab.org/nlab/show/PostBQP,,,https://en.wikipedia.org/wiki/PostBQP
Q7234498,Postselection,,,,,,,,,,,postselection,https://ncatlab.org/nlab/show/postselection,,,https://en.wikipedia.org/wiki/Postselection
Q723748,Confluence,,,,,,,,,,,,,confluence,http://planetmath.org/confluence,https://en.wikipedia.org/wiki/Confluence
Q7239170,Pre-Lie algebra,,,,,,,,,,,pre-Lie algebra,https://ncatlab.org/nlab/show/pre-Lie+algebra,,,https://en.wikipedia.org/wiki/Pre-Lie%20algebra
Q7239192,Pre-abelian category,,,,,,,,,,,pre-abelian category,https://ncatlab.org/nlab/show/pre-abelian+category,,,https://en.wikipedia.org/wiki/Pre-abelian%20category
Q7239729,Predual,,,,,,,,,,,predual,https://ncatlab.org/nlab/show/predual,,,https://en.wikipedia.org/wiki/Predual
Q7239914,Pregroup grammar,,,,,,,,,,,pregroup grammar,https://ncatlab.org/nlab/show/pregroup+grammar,,,https://en.wikipedia.org/wiki/Pregroup%20grammar
Q7241077,Presheaf (category theory),presheaf,https://arxiv.org/pdf/1612.09375#page=32,,,presheaves-and-the-yoneda-lemma:presheaves-on-a-category,https://www.clowderproject.com/tag/02H6.html,presheaf,https://emilyriehl.github.io/files/context.pdf#page=36,,,Yoneda extension,https://ncatlab.org/nlab/show/Yoneda+extension,,,https://en.wikipedia.org/wiki/Presheaf%20%28category%20theory%29
