Wikidata ID,Wikidata Label,BCT Name,BCT Link,Chicago Name,Chicago Link,Clowder Name,Clowder Link,Context Name,Context Link,Mathlib Name,Mathlib Link,nLab Name,nLab Link,PlanetMath Name,PlanetMath Link
Q2667573,Comptes rendus de l'Académie des Sciences,,,,,,,,,,,Comptes rendus hebdomadaires des séances de l'Académie des sciences,https://ncatlab.org/nlab/show/Comptes+rendus+hebdomadaires+des+s%C3%A9ances+de+l%27Acad%C3%A9mie+des+sciences,,
Q2670460,Normaal,,,,,,,,,,,Jan Manschot,https://ncatlab.org/nlab/show/Jan+Manschot,,
Q267449,LSZ reduction formula,,,,,,,,,,,LSZ reduction formula,https://ncatlab.org/nlab/show/LSZ+reduction+formula,,
Q268493,elliptic curve,,,,,,,,,,,framed elliptic curve,https://ncatlab.org/nlab/show/framed+elliptic+curve,elliptic curve cryptography,http://planetmath.org/ellipticcurvecryptography
Q26851733,outer regular measure,,,outer regular,https://mathgloss.github.io/MathGloss/chicago/outer_regular,,,,,,,,,outer regular,http://planetmath.org/outerregular
Q269323,Natural philosophy,,,,,,,,,,,natural philosophy,https://ncatlab.org/nlab/show/natural+philosophy,,
Q2694495,existence theorem,,,,,,,,,,,Riemann existence theorem,https://ncatlab.org/nlab/show/Riemann+existence+theorem,,
Q269878,Landau symbol,,,,,,,,,,,asymptotic notation,https://ncatlab.org/nlab/show/asymptotic+notation,properties of O and o,http://planetmath.org/propertiesofoando
Q270513,Catalan number,,,,,,,,,Catalan numbers,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Enumerative/Catalan.html#catalan,Catalan number,https://ncatlab.org/nlab/show/Catalan+number,Catalan numbers,http://planetmath.org/catalannumbers
Q2706744,invariant subspace,,,invariant subspace,https://mathgloss.github.io/MathGloss/chicago/invariant_subspace,,,,,,,,,stable subspace,http://planetmath.org/stablesubspace
Q2713824,Metric map,,,,,,,,,,,short map,https://ncatlab.org/nlab/show/short+map,,
Q2715875,ordered group,,,,,,,,,,,ordered group,https://ncatlab.org/nlab/show/ordered+group,partially ordered group,http://planetmath.org/partiallyorderedgroup
Q2716519,injective module,,,,,,,,,,,Baer's criterion,https://ncatlab.org/nlab/show/Baer%27s+criterion,injective module,http://planetmath.org/injectivemodule
Q2719767,antilinear map,,,,,,,,,,,antilinear map,https://ncatlab.org/nlab/show/antilinear+map,,
Q2720844,character group,,,,,,,,,,,higher group character,https://ncatlab.org/nlab/show/higher+group+character,,
Q2721559,topological manifold,,,,,,,,,,,topological manifold,https://ncatlab.org/nlab/show/topological+manifold,locally Euclidean,http://planetmath.org/locallyeuclidean
Q272404,finite set,,,,,,,,,finite set,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/Finset/Defs.html#Finset,finite set,https://ncatlab.org/nlab/show/finite+set,,
Q2724480,quaternionic projective space,,,,,,,,,,,quaternionic projective space,https://ncatlab.org/nlab/show/quaternionic+projective+space,,
Q272621,Dirac equation,,,,,,,,,,,Dirac equation,https://ncatlab.org/nlab/show/Dirac+equation,Dirac equation,http://planetmath.org/diracequation
Q272735,Tree (graph theory),,,,,,,,,,,leaf,https://ncatlab.org/nlab/show/leaf,ordered tree,http://planetmath.org/orderedtree
Q273167,Hilbert's problems,,,,,,,,,,,Hilbert's problems,https://ncatlab.org/nlab/show/Hilbert%27s+problems,Hilbert’s problems,http://planetmath.org/hilbertsproblems
Q273188,Cantor set,,,Cantor set,https://mathgloss.github.io/MathGloss/chicago/Cantor_set,,,,,,,,,Cantor set,http://planetmath.org/cantorset
Q273508,Cosmic inflation,,,,,,,,,,,cosmic inflation,https://ncatlab.org/nlab/show/cosmic+inflation,,
Q2735874,ergodic theorem,,,,,,,,,,,ergodic decomposition theorem,https://ncatlab.org/nlab/show/ergodic+decomposition+theorem,ergodic theorem,http://planetmath.org/ergodictheorem
Q273711,Einstein field equation,,,,,,,,,,,Einstein equation,https://ncatlab.org/nlab/show/Einstein+equation,Einstein field equations,http://planetmath.org/einsteinfieldequations
Q2739329,square matrix,,,,,,,,,,,square matrix,https://ncatlab.org/nlab/show/square+matrix,square matrix,http://planetmath.org/squarematrix
Q2739990,Subbase,,,subbasis,https://mathgloss.github.io/MathGloss/chicago/subbasis,,,,,,,,,subbasis,http://planetmath.org/subbasis
Q2740469,sequential space,,,,,,,,,sequential space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Sequences.html#SequentialSpace,generalized sequential space,https://ncatlab.org/nlab/show/generalized+sequential+space,sequentially continuous,http://planetmath.org/sequentiallycontinuous
Q274089,heap,,,,,,,,,,,heap,https://ncatlab.org/nlab/show/heap,heap,http://planetmath.org/heap1
Q2742711,graph distance,,,,,,,,,,,distance (graph theory),https://ncatlab.org/nlab/show/distance+%28graph+theory%29,,
Q2745944,regular polytope,,,,,,,,,,,regular polytope,https://ncatlab.org/nlab/show/regular+polytope,,
Q2748415,Orientability,,,oriented manifold,https://mathgloss.github.io/MathGloss/chicago/oriented_manifold,,,,,,,,,,
Q2748910,Vector meson,,,,,,,,,,,vector meson,https://ncatlab.org/nlab/show/vector+meson,,
Q275393,Casimir effect,,,,,,,,,,,Casimir effect,https://ncatlab.org/nlab/show/Casimir+effect,,
Q275447,Slope,,,,,,,,,,,slope of a line,https://ncatlab.org/nlab/show/slope+of+a+line,,
Q2755127,wedge,,,,,,,,,,,wedge,https://ncatlab.org/nlab/show/wedge,,
Q275596,Imperative programming,,,,,,,,,,,imperative programming,https://ncatlab.org/nlab/show/imperative+programming,,
Q275603,Logic programming,,,,,,,,,,,logic programming,https://ncatlab.org/nlab/show/logic+programming,,
Q27628,linear combination,,,,,,,,,,,linear combination,https://ncatlab.org/nlab/show/linear+combination,linear combination,http://planetmath.org/linearcombination
Q27670,Linear Algebra/Linearly Independent Vectors,,,linearly independent,https://mathgloss.github.io/MathGloss/chicago/linearly_independent,,,,,,,linear independence > history,https://ncatlab.org/nlab/show/linear+independence+%3E+history,linearly independent,http://planetmath.org/linearlyindependent
Q27672715,commutative semigroup,,,,,,,,,,,commutative semigroup,https://ncatlab.org/nlab/show/commutative+semigroup,commutative semigroup,http://planetmath.org/commutativesemigroup
Q2777107,constructible universe,,,,,,,,,,,constructible universe,https://ncatlab.org/nlab/show/constructible+universe,,
Q2778065,Cayley transform,,,,,,,,,,,Cayley transform,https://ncatlab.org/nlab/show/Cayley+transform,,
Q277816,Pentaquark,,,,,,,,,,,pentaquark,https://ncatlab.org/nlab/show/pentaquark,,
Q278338,pariah group,,,,,,,,,,,pariah group,https://ncatlab.org/nlab/show/pariah+group,,
Q2785361,monoid object,,,,,,,,,,,comonoid,https://ncatlab.org/nlab/show/comonoid,,
Q278770,Von Neumann–Bernays–Gödel set theory,,,,,,,,,,,von Neumann–Bernays–Gödel set theory,https://ncatlab.org/nlab/show/von+Neumann%E2%80%93Bernays%E2%80%93G%C3%B6del+set+theory,von Neumann-Bernays-Gödel set theory,http://planetmath.org/vonneumannbernaysgodelsettheory
Q2788118,E8 manifold,,,,,,,,,,,E₈ manifold,https://ncatlab.org/nlab/show/E%E2%82%88+manifold,,
Q27887161,Schelling,,,,,,,,,,,Schelling,https://ncatlab.org/nlab/show/Schelling,,
Q2790210,binary cyclic group,,,,,,,,,,,binary cyclic group,https://ncatlab.org/nlab/show/binary+cyclic+group,,
Q279433,Multi-function printer,,,,,,,,,,,multifunction,https://ncatlab.org/nlab/show/multifunction,multifunction,http://planetmath.org/multifunction
Q2794475,unimodular lattice,,,,,,,,,,,unimodular integral lattice,https://ncatlab.org/nlab/show/unimodular+integral+lattice,even lattice,http://planetmath.org/evenlattice
Q27948,List (abstract data type),,,,,,,list monad,https://emilyriehl.github.io/files/context.pdf#page=176,list,https://leanprover-community.github.io/mathlib4_docs/Init/Prelude.html#List,list monad,https://ncatlab.org/nlab/show/list+monad,,
Q2795123,composition of relations,,,,,apartness composition of relations,https://www.clowderproject.com/tag/02DA.html,,,,,,,relation composition,http://planetmath.org/relationcomposition
Q2796622,mean,,,,,,,,,,,mean,https://ncatlab.org/nlab/show/mean,mean,http://planetmath.org/mean
Q28051912,Spinᶜ structure,,,,,,,,,,,twisted spinᶜ structure,https://ncatlab.org/nlab/show/twisted+spin%E1%B6%9C+structure,,
Q28113351,inequality,,,,,,,,,,,comparison,https://ncatlab.org/nlab/show/comparison,,
Q281212,cofinite topology,,,,,,,,,,,cofinite topology,https://ncatlab.org/nlab/show/cofinite+topology,,
Q28148561,Simons Fellow in Theoretical Physics,,,,,,,,,,,Simons Foundation,https://ncatlab.org/nlab/show/Simons+Foundation,,
Q2818984,BulletML,,,,,,,,,,,Kenta Cho,https://ncatlab.org/nlab/show/Kenta+Cho,,
Q282023,Euler–Maclaurin formula,,,,,,,,,,,Euler-MacLaurin formula,https://ncatlab.org/nlab/show/Euler-MacLaurin+formula,Euler-Maclaurin summation formula,http://planetmath.org/eulermaclaurinsummationformula
Q2835923,Azumaya algebra,,,,,,,,,,,Azumaya algebra,https://ncatlab.org/nlab/show/Azumaya+algebra,,
Q2835946,Zinbiel algebra,,,,,,,,,,,Zinbiel algebra,https://ncatlab.org/nlab/show/Zinbiel+algebra,,
Q2835957,composition algebra,,,,,,,,,,,composition algebra,https://ncatlab.org/nlab/show/composition+algebra,composition algebra,http://planetmath.org/compositionalgebra
Q2835962,quasi-Hopf algebra,,,,,,,,,,,quasitriangulated quasi-Hopf algebra,https://ncatlab.org/nlab/show/quasitriangulated+quasi-Hopf+algebra,,
Q2835967,quaternion algebra,,,quaternion algebra,https://mathgloss.github.io/MathGloss/chicago/quaternion_algebra,,,,,,,,,quaternion algebra,http://planetmath.org/quaternionalgebra
Q2835968,finitely generated algebra,,,,,,,,,,,finitely generated algebra,https://ncatlab.org/nlab/show/finitely+generated+algebra,,
Q2836000,*-algebra,,,,,,,,,,,star-algebra,https://ncatlab.org/nlab/show/star-algebra,involutory ring,http://planetmath.org/involutoryring
Q2836018,Separable algebra,,,,,,,,,,,separable algebra,https://ncatlab.org/nlab/show/separable+algebra,,
Q283804,nuclear space,,,,,,,,,,,nuclear space,https://ncatlab.org/nlab/show/nuclear+space,nuclear space,http://planetmath.org/nuclearspace
Q28401130,Alexandrov space,,,,,,,,,,,Alexandrov space,https://ncatlab.org/nlab/show/Alexandrov+space,,
Q284164,General recursive function,,,,,,,,,,,partial recursive function,https://ncatlab.org/nlab/show/partial+recursive+function,,
Q284347,T1 space,,,T1 space,https://mathgloss.github.io/MathGloss/chicago/T1_space,,,,,,,,,T1 space,http://planetmath.org/t1space
Q2844249,Regular category,,,,,,,kernel pair,https://emilyriehl.github.io/files/context.pdf#page=121,,,kernel pair,https://ncatlab.org/nlab/show/kernel+pair,,
Q28453807,Quantum hadrodynamics,,,,,,,,,,,quantum hadrodynamics,https://ncatlab.org/nlab/show/quantum+hadrodynamics,,
Q28455048,magic triangle,,,,,,,,,,,magic triangle,https://ncatlab.org/nlab/show/magic+triangle,,
Q28455141,Cartier duality,,,,,,,,,,,Cartier duality,https://ncatlab.org/nlab/show/Cartier+duality,,
Q28456143,Topological recursion,,,,,,,,,,,topological recursion,https://ncatlab.org/nlab/show/topological+recursion,,
Q28456166,Asymptotic dimension,,,,,,,,,,,asymptotic dimension,https://ncatlab.org/nlab/show/asymptotic+dimension,,
Q28456647,Bondi–Metzner–Sachs group,,,,,,,,,,,Bondi-Metzner-Sachs group,https://ncatlab.org/nlab/show/Bondi-Metzner-Sachs+group,,
Q28457369,Outer space,,,,,,,,,,,Outer space,https://ncatlab.org/nlab/show/Outer+space,,
Q28458126,substitution,,,,,,,,,,,substitution,https://ncatlab.org/nlab/show/substitution,substitution,http://planetmath.org/substitution
Q28469712,second,,,,,,,,,,,second,https://ncatlab.org/nlab/show/second,,
Q284960,Mordell–Weil theorem,,,,,,,,,,,Mordell-Weil theorem,https://ncatlab.org/nlab/show/Mordell-Weil+theorem,Mordell-Weil theorem,http://planetmath.org/mordellweiltheorem
Q2849637,Theta vacuum,,,,,,,,,,,theta vacuum,https://ncatlab.org/nlab/show/theta+vacuum,,
Q28509,vertex operator algebra,,,,,,,,,,,vertex operator algebra,https://ncatlab.org/nlab/show/vertex+operator+algebra,,
Q2851410,coherent ring,,,,,,,,,,,coherent ring,https://ncatlab.org/nlab/show/coherent+ring,,
Q2851437,semisimple algebra,,,,,,,,,,,semisimple algebra,https://ncatlab.org/nlab/show/semisimple+algebra,,
Q2851438,GCD domain,,,,,,,,,,,GCD domain,https://ncatlab.org/nlab/show/GCD+domain,gcd domain,http://planetmath.org/gcddomain
Q28517129,Genus (mathematics),,,,,,,,,,,genus of a surface,https://ncatlab.org/nlab/show/genus+of+a+surface,genus of topological surface,http://planetmath.org/genusoftopologicalsurface
Q2855673,Cofree coalgebra,,,,,,,,,,,cofree coalgebra,https://ncatlab.org/nlab/show/cofree+coalgebra,,
Q285771,Riemann–Stieltjes integral,,,,,,,,,,,Stieltjes integral,https://ncatlab.org/nlab/show/Stieltjes+integral,Riemann-Stieltjes integral,http://planetmath.org/riemannstieltjesintegral
Q285949,naked singularity,,,,,,,,,,,naked singularity,https://ncatlab.org/nlab/show/naked+singularity,,
Q28649150,M5-brane,,,,,,,,,,,M5-brane,https://ncatlab.org/nlab/show/M5-brane,,
Q2865000,Arthur Besse,,,,,,,,,,,Arthur Besse,https://ncatlab.org/nlab/show/Arthur+Besse,,
Q286972,𝑝-group,,,p group,https://mathgloss.github.io/MathGloss/chicago/p-group,,,,,,,3-group,https://ncatlab.org/nlab/show/3-group,p-group,http://planetmath.org/pgroup
Q287183,De dicto and de re,,,,,,,,,,,de re and de dicto,https://ncatlab.org/nlab/show/de+re+and+de+dicto,,
Q2872609,Automath,,,,,,,,,,,Automath,https://ncatlab.org/nlab/show/Automath,,
Q28727773,cardinality,cardinality,https://arxiv.org/pdf/1612.09375#page=82,,,,,,,,,,,cardinality,http://planetmath.org/cardinality
Q287419,J-invariant,,,,,,,,,,,j-invariant,https://ncatlab.org/nlab/show/j-invariant,j-invariant,http://planetmath.org/jinvariant
Q287450,residual,,,,,,,,,,,residual,https://ncatlab.org/nlab/show/residual,residual,http://planetmath.org/residual
Q2874804,Wightman axioms,,,,,,,,,,,Wightman axioms,https://ncatlab.org/nlab/show/Wightman+axioms,,
Q2879072,tuple,,,,,,,,,,,tuple,https://ncatlab.org/nlab/show/tuple,,
Q288465,group action,action of group,https://arxiv.org/pdf/1612.09375#page=58,group action invariants,https://mathgloss.github.io/MathGloss/chicago/group_action_invariants,,,group action,https://emilyriehl.github.io/files/context.pdf#page=36,group action,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Action/Defs.html#MulAction,coinvariant,https://ncatlab.org/nlab/show/coinvariant,simply transitive,http://planetmath.org/simplytransitive
Q288764,Étale fundamental group,,,,,,,,,,,Galois cover,https://ncatlab.org/nlab/show/Galois+cover,étale fundamental group,http://planetmath.org/etalefundamentalgroup
Q289093,localization of a ring,,,,,,,,,,,localization of a ring,https://ncatlab.org/nlab/show/localization+of+a+ring,,
Q2893695,Cohen–Macaulay ring,,,,,,,,,,,Cohen-Macaulay module,https://ncatlab.org/nlab/show/Cohen-Macaulay+module,Cohen-Macaulay module,http://planetmath.org/cohenmacaulaymodule
Q2894153,Well partial order,,,,,,,,,,,well-quasi-order,https://ncatlab.org/nlab/show/well-quasi-order,well quasi ordering,http://planetmath.org/wellquasiordering
Q2895315,von Neumann regular ring,,,,,,,,,,,von Neumann regular ring,https://ncatlab.org/nlab/show/von+Neumann+regular+ring,absolutely flat,http://planetmath.org/absolutelyflat
Q2895824,definable set,,,,,,,,,definable set,https://leanprover-community.github.io/mathlib4_docs/Mathlib/ModelTheory/Definability.html#Set.Definable,definable set,https://ncatlab.org/nlab/show/definable+set,,
Q2896043,euclidean field,,,,,,,,,,,Euclidean field,https://ncatlab.org/nlab/show/Euclidean+field,Euclidean field,http://planetmath.org/euclideanfield
Q2896709,endomorphism ring,,,,,,,,,,,endomorphism ring,https://ncatlab.org/nlab/show/endomorphism+ring,ring of endomorphisms,http://planetmath.org/ringofendomorphisms
Q2898260,Bell state,,,,,,,,,,,Bell state,https://ncatlab.org/nlab/show/Bell+state,,
Q2899409,almost sure convergence,,,,,,,,,almost sure convergence,https://leanprover-community.github.io/mathlib4_docs/Mathlib/MeasureTheory/OuterMeasure/AE.html#MeasureTheory.ae,,,,
Q2903821,bimodule,,,,,,,,,,,bimodule,https://ncatlab.org/nlab/show/bimodule,bimodule,http://planetmath.org/bimodule
Q290420,ADM energy,,,,,,,,,,,ADM mass,https://ncatlab.org/nlab/show/ADM+mass,,
Q2905043,principal ideal ring,,,ring ideal,https://mathgloss.github.io/MathGloss/chicago/ring_ideal,,,,,,,Bézout ring,https://ncatlab.org/nlab/show/B%C3%A9zout+ring,principal ideal ring,http://planetmath.org/principalidealring
Q2905069,zero morphism,,,,,,,,,,,zero morphism,https://ncatlab.org/nlab/show/zero+morphism,,
Q290618,Sigma-compact,,,,,,,,,,,sigma-compact topological space,https://ncatlab.org/nlab/show/sigma-compact+topological+space,σ-compact,http://planetmath.org/sigmacompact
Q290810,Zorn's lemma,,,,,,,,,,,Zorn's lemma,https://ncatlab.org/nlab/show/Zorn%27s+lemma,Zorn’s lemma,http://planetmath.org/zornslemma
Q291126,semidirect product,,,semidirect product,https://mathgloss.github.io/MathGloss/chicago/semidirect_product,,,,,,,semidirect product group,https://ncatlab.org/nlab/show/semidirect+product+group,,
Q2912114,Cartan subalgebra,,,,,,,,,,,Cartan subalgebra,https://ncatlab.org/nlab/show/Cartan+subalgebra,rank (Lie algebra),http://planetmath.org/rankliealgebra
Q291256,ω-automaton,,,,,,,,,,,automaton,https://ncatlab.org/nlab/show/automaton,automaton,http://planetmath.org/automaton
Q2914363,Structure formation,,,,,,,,,,,structure formation,https://ncatlab.org/nlab/show/structure+formation,,
Q2914432,no-go theorem,,,,,,,,,,,no-go theorem,https://ncatlab.org/nlab/show/no-go+theorem,,
Q2914509,kernel,kernel,https://arxiv.org/pdf/1612.09375#page=14,,,,,kernel,https://emilyriehl.github.io/files/context.pdf#page=159,,,kernel,https://ncatlab.org/nlab/show/kernel,kernel of a linear mapping,http://planetmath.org/kernelofalinearmapping
Q2915225,Finite intersection property,,,,,,,,,,,finite intersection property,https://ncatlab.org/nlab/show/finite+intersection+property,finite intersection property,http://planetmath.org/finiteintersectionproperty
Q2915234,Motzkin number,,,,,,,,,,,Motzkin number,https://ncatlab.org/nlab/show/Motzkin+number,Motzkin number,http://planetmath.org/motzkinnumber
Q2915448,Flat map,,,,,,,,,,,sharp map,https://ncatlab.org/nlab/show/sharp+map,,
Q2915729,matrix ring,,,,,,,,,ring-valued matrix,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Matrix/Defs.html#Matrix,matrix algebra,https://ncatlab.org/nlab/show/matrix+algebra,matrix ring,http://planetmath.org/matrixring
Q2916283,differential graded algebra,,,,,,,,,,,graded derivation,https://ncatlab.org/nlab/show/graded+derivation,differential graded algebra,http://planetmath.org/differentialgradedalgebra
Q29167,Matrix calculus,,,,,,,,,,,matrix calculus,https://ncatlab.org/nlab/show/matrix+calculus,derivative of matrix,http://planetmath.org/derivativeofmatrix
Q29175,derivative,,,,,,,,,,,derivative,https://ncatlab.org/nlab/show/derivative,derivative,http://planetmath.org/derivative
Q2917823,Multiplicative set,,,,,,,,,,,multiplicative subset,https://ncatlab.org/nlab/show/multiplicative+subset,multiplicative set,http://planetmath.org/multiplicativeset
Q2918589,expectation value,,,,,,,,,,,vacuum expectation value,https://ncatlab.org/nlab/show/vacuum+expectation+value,,
Q2919100,Artinian module,,,,,,,,,,,Artinian bimodule,https://ncatlab.org/nlab/show/Artinian+bimodule,,
Q2919401,Ostrowski's theorem,,,,,,,,,,,Ostrowski's theorem,https://ncatlab.org/nlab/show/Ostrowski%27s+theorem,Ostrowski theorem,http://planetmath.org/ostrowskitheorem
Q2920099,projective transformation,,,,,,,,,,,projective transformation,https://ncatlab.org/nlab/show/projective+transformation,,
Q2920412,Archimedean field,,,,,,,,,,,Archimedean field,https://ncatlab.org/nlab/show/Archimedean+field,,
Q2920785,Chern–Weil theory,,,,,,,,,,,Chern-Weil theory,https://ncatlab.org/nlab/show/Chern-Weil+theory,,
Q2920801,invariant polynomial,,,,,,,,,,,invariant polynomial,https://ncatlab.org/nlab/show/invariant+polynomial,invariant polynomial,http://planetmath.org/invariantpolynomial
Q2920850,Connection (principal bundle),,,,,,,,,,,principal connection,https://ncatlab.org/nlab/show/principal+connection,,
Q2940480,combinatorial map,,,,,,,,,,,combinatorial map,https://ncatlab.org/nlab/show/combinatorial+map,,
Q2943034,braided monoidal category,,,,,,,,,,,braided monoidal category,https://ncatlab.org/nlab/show/braided+monoidal+category,,
Q29684847,multiset,,,,,,,,,multiset,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/Multiset/Defs.html#Multiset,multiset,https://ncatlab.org/nlab/show/multiset,multiset,http://planetmath.org/multiset
Q2976255,fixed-point combinator,,,,,,,,,,,fixed-point combinator,https://ncatlab.org/nlab/show/fixed-point+combinator,,
Q2976517,ADE classification,,,,,,,,,,,ADE classification,https://ncatlab.org/nlab/show/ADE+classification,,
Q2981610,Stabilizer code,,,,,,,,,,,stabilizer code,https://ncatlab.org/nlab/show/stabilizer+code,,
Q2981889,Motivic cohomology,,,,,,,,,,,motivic cohomology,https://ncatlab.org/nlab/show/motivic+cohomology,motivic cohomology,http://planetmath.org/motiviccohomology1
Q2983383,necklace,,,,,,,,,,,necklace,https://ncatlab.org/nlab/show/necklace,,
Q2989575,irreducible element,,,,,,,,,irreducible element,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Irreducible/Defs.html#Irreducible,irreducible element,https://ncatlab.org/nlab/show/irreducible+element,,
Q29896155,difference,,,,,,,,,,,difference,https://ncatlab.org/nlab/show/difference,difference,http://planetmath.org/difference
Q2989713,commutant,,,,,,,,,,,commutant,https://ncatlab.org/nlab/show/commutant,commutant,http://planetmath.org/commutant
Q2989763,Commutator,,,,,,,,,,,group commutator,https://ncatlab.org/nlab/show/group+commutator,commutator bracket,http://planetmath.org/commutatorbracket
Q2993300,Artin L-function,,,,,,,,,,,Artin L-function,https://ncatlab.org/nlab/show/Artin+L-function,,
Q2993305,Baum–Connes conjecture,,,,,,,,,,,Baum-Connes conjecture,https://ncatlab.org/nlab/show/Baum-Connes+conjecture,,
Q2993315,Hanna Neumann conjecture,,,,,,,,,,,Hanna Neumann,https://ncatlab.org/nlab/show/Hanna+Neumann,Hanna Neumann,http://planetmath.org/hannaneumann
Q2993329,Milnor conjecture (K-theory),,,,,,,,,,,Milnor's conjecture,https://ncatlab.org/nlab/show/Milnor%27s+conjecture,,
Q2993342,Phenomenology (physics),,,,,,,,,,,phenomenology (physics),https://ncatlab.org/nlab/show/phenomenology+%28physics%29,,
Q2993471,Ehresmann connection,,,,,,,,,,,Ehresmann connection,https://ncatlab.org/nlab/show/Ehresmann+connection,,
Q2995691,Almost complex manifold,,,,,,,,,,,Nijenhuis tensor,https://ncatlab.org/nlab/show/Nijenhuis+tensor,Newlander-Niremberg theorem,http://planetmath.org/newlandernirembergtheorem
Q2996684,Plücker embedding,,,,,,,,,,,Plücker embedding,https://ncatlab.org/nlab/show/Pl%C3%BCcker+embedding,,
Q2996919,Split-quaternion,,,,,,,,,,,split quaternion,https://ncatlab.org/nlab/show/split+quaternion,,
Q2996956,Daniell integral,,,,,,,,,,,Daniell integral,https://ncatlab.org/nlab/show/Daniell+integral,,
Q2997419,Projective linear group,,,,,,,,,,,projective general linear group,https://ncatlab.org/nlab/show/projective+general+linear+group,,
Q2997763,Rupture field,,,,,,,,,rupture field,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/AdjoinRoot.html#AdjoinRoot,,,,
Q2997817,perfect field,,,perfect field,https://mathgloss.github.io/MathGloss/chicago/perfect_field,,,,,perfect closure,https://leanprover-community.github.io/mathlib4_docs/Mathlib/FieldTheory/PerfectClosure.html#PerfectClosure,perfect field,https://ncatlab.org/nlab/show/perfect+field,perfect field,http://planetmath.org/perfectfield
Q2997914,Robinson–Schensted–Knuth correspondence,,,,,,,,,,,Robinson-Schensted-Knuth correspondence,https://ncatlab.org/nlab/show/Robinson-Schensted-Knuth+correspondence,,
Q3001145,Current (mathematics),,,,,,,,,,,integral current,https://ncatlab.org/nlab/show/integral+current,,
Q3001220,modular curve,,,,,,,,,,,modular curve,https://ncatlab.org/nlab/show/modular+curve,,
Q3002819,Phononic crystal,,,,,,,,,,,phononic crystal,https://ncatlab.org/nlab/show/phononic+crystal,,
Q300901,diff,,,,,,,,,,,Diff,https://ncatlab.org/nlab/show/Diff,,
Q30098176,Hopf decomposition,,,,,,,,,,,Wiener-Hopf decomposition,https://ncatlab.org/nlab/show/Wiener-Hopf+decomposition,,
Q301122,conformal group,,,,,,,,,,,conformal group,https://ncatlab.org/nlab/show/conformal+group,,
Q3021283,degree,,,,,,,,,,,degree,https://ncatlab.org/nlab/show/degree,,
Q3021903,Delta-ring,,,,,,,,,,,Joyal delta-ring,https://ncatlab.org/nlab/show/Joyal+delta-ring,,
Q3022118,inverse semigroup,,,,,,,,,,,Wagner-Preston theorem,https://ncatlab.org/nlab/show/Wagner-Preston+theorem,Wagner-Preston representation theorem,http://planetmath.org/wagnerprestonrepresentationtheorem
Q3022268,Urysohn's metrization theorem,,,,,,,,,,,Urysohn metrization theorem,https://ncatlab.org/nlab/show/Urysohn+metrization+theorem,Urysohn metrization theorem,http://planetmath.org/urysohnmetrizationtheorem
Q302518,Heated propogator,,,,,,,,,,,Feynman propagator,https://ncatlab.org/nlab/show/Feynman+propagator,,
Q3027672,Inelastic scattering,,,,,,,,,,,inelastic scattering,https://ncatlab.org/nlab/show/inelastic+scattering,,
Q3027705,differentiation,,,,,,,,,,,differentiation,https://ncatlab.org/nlab/show/differentiation,,
Q3030799,tempered distribution,,,,,,,,,,,tempered distribution,https://ncatlab.org/nlab/show/tempered+distribution,,
Q3032223,infrared divergence,,,,,,,,,,,infrared divergence,https://ncatlab.org/nlab/show/infrared+divergence,,
Q3032228,ultraviolet divergence,,,,,,,,,,,ultraviolet divergence,https://ncatlab.org/nlab/show/ultraviolet+divergence,,
Q303402,rank–nullity theorem,,,,,,,,,,,rank-nullity theorem,https://ncatlab.org/nlab/show/rank-nullity+theorem,rank-nullity theorem,http://planetmath.org/ranknullitytheorem1
Q3041173,group extension,,,,,,,group extension,https://emilyriehl.github.io/files/context.pdf#page=19,,,infinity-group extension,https://ncatlab.org/nlab/show/infinity-group+extension,group extension,http://planetmath.org/groupextension
Q3044470,Nonconstructive proof,,,,,,,,,,,weak counterexample,https://ncatlab.org/nlab/show/weak+counterexample,,
Q3045336,Fredholm determinant,,,,,,,,,,,Fredholm determinant,https://ncatlab.org/nlab/show/Fredholm+determinant,,
Q3045793,E7 (mathematics),,,,,,,,,,,E₇,https://ncatlab.org/nlab/show/E%E2%82%87,,
Q30504649,top,,,,,,,,,,,top,https://ncatlab.org/nlab/show/top,,
Q3052356,Tessarine,,,,,,,,,,,tessarines,https://ncatlab.org/nlab/show/tessarines,,
Q3054915,pointed set,,,,,pointed-sets,https://www.clowderproject.com/tag/009B.html,pointed set,https://emilyriehl.github.io/files/context.pdf#page=180,,,pointed set,https://ncatlab.org/nlab/show/pointed+set,pointed set,http://planetmath.org/pointedset
Q3054922,totally ordered set,totally ordered set,https://arxiv.org/pdf/1612.09375#page=47,,,,,,,,,totally ordered set > history,https://ncatlab.org/nlab/show/totally+ordered+set+%3E+history,,
Q3055336,Hartley function,,,,,,,,,,,max-entropy,https://ncatlab.org/nlab/show/max-entropy,derivation of Hartley function,http://planetmath.org/derivationofhartleyfunction
