Wikidata ID,Wikidata Label,Chicago Notes,MathLib Undergrad,Topoi,BCT,Context,nlab
[Q14481419](https://www.wikidata.org/wiki/Q14481419),Zero–one law,,[0-1 law](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Probability/Independence/ZeroOne.html#ProbabilityTheory.measure_zero_or_one_of_measurableSet_limsup_atTop),,,,
[Q181296](https://www.wikidata.org/wiki/Q181296),abelian group,[abelian](https://mathgloss.github.io/MathGloss/chicago/abelian),,,,https://ncatlab.org/nlab/show/finite%2Babelian%2Bgroup,
[Q318598](https://www.wikidata.org/wiki/Q318598),abelianization,[abelianization](https://mathgloss.github.io/MathGloss/chicago/abelianization),,,,,
[Q20827138](https://www.wikidata.org/wiki/Q20827138),Absolutely continuous measures,[absolute continuity of measure](https://mathgloss.github.io/MathGloss/chicago/absolute_continuity_of_measure),,,,,
[Q332504](https://www.wikidata.org/wiki/Q332504),absolute continuity,[absolute continuity](https://mathgloss.github.io/MathGloss/chicago/absolute_continuity),,,,https://ncatlab.org/nlab/show/absolutely%2Bcontinuous%2Bmeasure,
[Q332465](https://www.wikidata.org/wiki/Q332465),absolute convergence,,absolute convergence,,,https://ncatlab.org/nlab/show/absolute%2Bconvergence,
[Q120812](https://www.wikidata.org/wiki/Q120812),absolute value,[absolute value](https://mathgloss.github.io/MathGloss/chicago/absolute_value),,,,https://ncatlab.org/nlab/show/absolute%2Bvalue,
[Q4681343](https://www.wikidata.org/wiki/Q4681343),additive category,,,,,https://ncatlab.org/nlab/show/additive%2Bcategory,
[Q2858846](https://www.wikidata.org/wiki/Q2858846),transpose of a linear map,[adjoint of a linear transformation](https://mathgloss.github.io/MathGloss/chicago/adjoint_of_a_linear_transformation),[transpose of a linear map](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/Dual.html#Module.Dual.transpose),,,,
[Q4379157](https://www.wikidata.org/wiki/Q4379157),adjoint representation of a Lie algebra,[adjoint representation of a lie algebra](https://mathgloss.github.io/MathGloss/chicago/adjoint_representation_of_a_lie_algebra),,,,,
[Q1017106](https://www.wikidata.org/wiki/Q1017106),adjoint representation,[adjoint representation of a lie group](https://mathgloss.github.io/MathGloss/chicago/adjoint_representation_of_a_lie_group),[adjoint endomorphism](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/BilinearForm.html#BilinForm.leftAdjointOfNondegenerate),,,https://ncatlab.org/nlab/show/adjoint%2Brepresentation,
[Q225107](https://www.wikidata.org/wiki/Q225107),adjugate matrix,[adjugate](https://mathgloss.github.io/MathGloss/chicago/adjugate),,,,,
[Q382504](https://www.wikidata.org/wiki/Q382504),affine hull,,[affine span](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/AffineSpace/AffineSubspace.html#affineSpan),,,,
[Q382698](https://www.wikidata.org/wiki/Q382698),affine space,,[affine subspace](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/AffineSpace/AffineSubspace.html#AffineSubspace),,,https://ncatlab.org/nlab/show/affine%2Bspace,
[Q382497](https://www.wikidata.org/wiki/Q382497),affine transformation,[algebra homomorphism](https://mathgloss.github.io/MathGloss/chicago/algebra_homomorphism),[affine function](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/AffineSpace/AffineMap.html#AffineMap),,,,
[Q246506](https://www.wikidata.org/wiki/Q246506),field of sets,[algebra of subsets](https://mathgloss.github.io/MathGloss/chicago/algebra_of_subsets),,,,,
[Q1000660](https://www.wikidata.org/wiki/Q1000660),algebra over a field,[algebra over a field](https://mathgloss.github.io/MathGloss/chicago/algebra_over_a_field),algebra over a commutative ring,,,,
[Q1047547](https://www.wikidata.org/wiki/Q1047547),algebraically closed field,,,,,https://ncatlab.org/nlab/show/algebraically%2Bclosed%2Bfield,
[Q8366](https://www.wikidata.org/wiki/Q8366),algorithm,,,,,https://ncatlab.org/nlab/show/algorithm,
[Q1139334](https://www.wikidata.org/wiki/Q1139334),almost everywhere,[almost everywhere](https://mathgloss.github.io/MathGloss/chicago/almost_everywhere),,,,,
[Q25377974](https://www.wikidata.org/wiki/Q25377974),almost uniform convergence,[almost uniform convergence](https://mathgloss.github.io/MathGloss/chicago/almost_uniform_convergence),,,,,
[Q438814](https://www.wikidata.org/wiki/Q438814),alternating group,[alternating group](https://mathgloss.github.io/MathGloss/chicago/alternating_group),[alternating group](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/GroupTheory/SpecificGroups/Alternating.html#alternatingGroup),,,https://ncatlab.org/nlab/show/alternating%2Bgroup,
[Q438842](https://www.wikidata.org/wiki/Q438842),alternating series,,[alternating series](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/SpecificLimits/Normed.html#Antitone.tendsto_alternating_series_of_tendsto_zero),,,,
[Q567083](https://www.wikidata.org/wiki/Q567083),annihilator,[annihilator of a submodule](https://mathgloss.github.io/MathGloss/chicago/annihilator_of_a_submodule),,,,,
[Q114326](https://www.wikidata.org/wiki/Q114326),antiderivative,,antiderivative,,,https://ncatlab.org/nlab/show/indefinite%2Bintegral,
[Q1477053](https://www.wikidata.org/wiki/Q1477053),Arzelà–Ascoli theorem,,[arzela-Ascoli theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Topology/ContinuousFunction/Bounded.html#BoundedContinuousFunction.arzela_ascoli),,,,
[Q744960](https://www.wikidata.org/wiki/Q744960),associative algebra,[associative algebra](https://mathgloss.github.io/MathGloss/chicago/associative_algebra),,,,,
[Q177251](https://www.wikidata.org/wiki/Q177251),associativity,[associative](https://mathgloss.github.io/MathGloss/chicago/associative),,[Associative Law](https://mathgloss.github.io/CatGloss/topoi/associative_law),[Associativity](https://mathgloss.github.io/CatGloss/bct/associativity),https://ncatlab.org/nlab/show/associativity,
[Q4820423](https://www.wikidata.org/wiki/Q4820423),augmentation ideal,[augmentation ideal](https://mathgloss.github.io/MathGloss/chicago/augmentation_ideal),,,,https://ncatlab.org/nlab/show/augmentation%2Bideal,
[Q60790315](https://www.wikidata.org/wiki/Q60790315),automorphism group,[automorphism group](https://mathgloss.github.io/MathGloss/chicago/automorphism_group),,,,[automorphism_group](https://mathgloss.github.io/MathGloss/context/automorphism_group),
[Q782566](https://www.wikidata.org/wiki/Q782566),automorphism,[automorphism](https://mathgloss.github.io/MathGloss/chicago/automorphism),,,,https://ncatlab.org/nlab/show/automorphism,
[Q788009](https://www.wikidata.org/wiki/Q788009),autonomous system,,autonomous differential equation,,,,
[Q2976036](https://www.wikidata.org/wiki/Q2976036),Baire class,[baire class](https://mathgloss.github.io/MathGloss/chicago/baire_class),,,,,
[Q194397](https://www.wikidata.org/wiki/Q194397),Banach space,[banach space](https://mathgloss.github.io/MathGloss/chicago/banach_space),,,,https://ncatlab.org/nlab/show/Banach%2Bspace,
[Q3459695](https://www.wikidata.org/wiki/Q3459695),Banach–Mazur game,[banach-mazur game](https://mathgloss.github.io/MathGloss/chicago/banach-mazur_game),,,,,
[Q809690](https://www.wikidata.org/wiki/Q809690),barycenter,,[barycenter](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/AffineSpace/Combination.html#Finset.affineCombination),,,https://ncatlab.org/nlab/show/barycenter,
[Q738422](https://www.wikidata.org/wiki/Q738422),barycentric coordinate system,[barycentric coordinates](https://mathgloss.github.io/MathGloss/chicago/barycentric_coordinates),,,,,
[Q4078260](https://www.wikidata.org/wiki/Q4078260),Barycentric subdivision,[barycentric subdivision](https://mathgloss.github.io/MathGloss/chicago/barycentric_subdivision),,,,,
[Q4866725](https://www.wikidata.org/wiki/Q4866725),Bases,,[bases](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/Basis.html#Basis),,,,
[Q810193](https://www.wikidata.org/wiki/Q810193),basis,[basis for abelian group](https://mathgloss.github.io/MathGloss/chicago/basis_for_abelian_group),,,,,
[Q180907](https://www.wikidata.org/wiki/Q180907),bijection,[bijective](https://mathgloss.github.io/MathGloss/chicago/bijective),,[Bijective function](https://mathgloss.github.io/CatGloss/topoi/bijective_function),,https://ncatlab.org/nlab/show/one-to-one%2Bcorrespondence,
[Q837924](https://www.wikidata.org/wiki/Q837924),bilinear form,,bilinear form,,,https://ncatlab.org/nlab/show/bilinear%2Bform,
[Q164307](https://www.wikidata.org/wiki/Q164307),binary operation,[binary operation](https://mathgloss.github.io/MathGloss/chicago/binary_operation),,,,,
[Q130901](https://www.wikidata.org/wiki/Q130901),binary relation,[binary relation](https://mathgloss.github.io/MathGloss/chicago/binary_relation),,,,https://ncatlab.org/nlab/show/relation,
[Q866300](https://www.wikidata.org/wiki/Q866300),bisection method,,bisection method,,,,
[Q468391](https://www.wikidata.org/wiki/Q468391),Bolzano–Weierstrass theorem,,[bolzano-Weierstrass theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Topology/Sequences.html#tendsto_subseq_of_bounded),,,,
[Q3058218](https://www.wikidata.org/wiki/Q3058218),measurable space,[borel space](https://mathgloss.github.io/MathGloss/chicago/borel_space),,[Q3058218](https://www.wikidata.org/wiki/Q3058218),[measurable space](https://mathgloss.github.io/MathGloss/context/measurable),https://ncatlab.org/nlab/show/measurable%2Bspace,
[Q1080067](https://www.wikidata.org/wiki/Q1080067),Borel algebra,[borel σ-algebra](https://mathgloss.github.io/MathGloss/chicago/borel_σ-algebra),,,,https://ncatlab.org/nlab/show/Borel%2Bsubset,
[Q893496](https://www.wikidata.org/wiki/Q893496),Borel–Cantelli lemma,,[borel-Cantelli lemma](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Probability/BorelCantelli.html#ProbabilityTheory.measure_limsup_eq_one),,,,
[Q78323465](https://www.wikidata.org/wiki/Q78323465),boundary,[boundary homomorphism](https://mathgloss.github.io/MathGloss/chicago/boundary_homomorphism),,,,,
[Q875399](https://www.wikidata.org/wiki/Q875399),boundary,[boundary](https://mathgloss.github.io/MathGloss/chicago/boundary),,,,https://ncatlab.org/nlab/show/boundary,
[Q829653](https://www.wikidata.org/wiki/Q829653),function of bounded variation,[bounded variation](https://mathgloss.github.io/MathGloss/chicago/bounded_variation),,,,,
[Q726212](https://www.wikidata.org/wiki/Q726212),bounded set,[bounded](https://mathgloss.github.io/MathGloss/chicago/bounded),,,,https://ncatlab.org/nlab/show/bounded%2Bset,
[Q9299950](https://www.wikidata.org/wiki/Q9299950),proof by exhaustion,,brute force method,,,,
[Q1047307](https://www.wikidata.org/wiki/Q1047307),bundle,[bundle](https://mathgloss.github.io/MathGloss/chicago/bundle),,[Bundle](https://mathgloss.github.io/CatGloss/topoi/bundle),,https://ncatlab.org/nlab/show/bundle,
[Q513028](https://www.wikidata.org/wiki/Q513028),Bézout's identity,,[bézout's identity](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/RingTheory/PrincipalIdealDomain.html#exists_gcd_eq_mul_add_mul),,,,
[Q3552958](https://www.wikidata.org/wiki/Q3552958),differentiable manifold,[c^r-form](https://mathgloss.github.io/MathGloss/chicago/c^r-form),,,,https://ncatlab.org/nlab/show/smooth%2Bmanifold,
[Q273188](https://www.wikidata.org/wiki/Q273188),Cantor set,[cantor set](https://mathgloss.github.io/MathGloss/chicago/cantor_set),,,,,
[Q18205845](https://www.wikidata.org/wiki/Q18205845),cartesian monoidal category,,,,,https://ncatlab.org/nlab/show/cocartesian%2Bmonoidal%2Bcategory,
[Q173740](https://www.wikidata.org/wiki/Q173740),Cartesian product,,,[Product set](https://mathgloss.github.io/CatGloss/topoi/product_set),,https://ncatlab.org/nlab/show/cartesian%2Bproduct,
[Q2518298](https://www.wikidata.org/wiki/Q2518298),category of sets,[category of sets](https://mathgloss.github.io/MathGloss/chicago/category_of_sets),,[Set](https://mathgloss.github.io/CatGloss/topoi/set),[Set](https://mathgloss.github.io/CatGloss/bct/set),,
[Q217847](https://www.wikidata.org/wiki/Q217847),cauchy sequence,[cauchy sequence](https://mathgloss.github.io/MathGloss/chicago/cauchy_sequence),[cauchy sequences](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Topology/UniformSpace/Cauchy.html#CauchySeq),,,https://ncatlab.org/nlab/show/Cauchy%2Bsequence,
[Q622741](https://www.wikidata.org/wiki/Q622741),Cauchy–Riemann equations,,cauchy-Riemann conditions,,,https://ncatlab.org/nlab/show/Cauchy-Riemann%2Bequation,
[Q190546](https://www.wikidata.org/wiki/Q190546),Cauchy–Schwarz inequality,,[cauchy-Schwarz inequality](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/InnerProductSpace/Basic.html#inner_mul_inner_self_le),,,https://ncatlab.org/nlab/show/Cauchy%E2%80%93Schwarz%2Binequality,
[Q656772](https://www.wikidata.org/wiki/Q656772),Cayley–Hamilton theorem,,[cayley-Hamilton theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/Matrix/Charpoly/Basic.html#Matrix.aeval_self_charpoly),,,,
[Q3139849](https://www.wikidata.org/wiki/Q3139849),cellular homology,[cellular homology groups](https://mathgloss.github.io/MathGloss/chicago/cellular_homology_groups),,,,https://ncatlab.org/nlab/show/cellular%2Bhomology,
[Q1195852](https://www.wikidata.org/wiki/Q1195852),center,[center of a group](https://mathgloss.github.io/MathGloss/chicago/center_of_a_group),,,,[center](https://mathgloss.github.io/MathGloss/context/center),
[Q190629](https://www.wikidata.org/wiki/Q190629),centralizer,[centralizer of a subset](https://mathgloss.github.io/MathGloss/chicago/centralizer_of_a_subset),,,,https://ncatlab.org/nlab/show/normalizer,
[Q511093](https://www.wikidata.org/wiki/Q511093),centroid,[centroid](https://mathgloss.github.io/MathGloss/chicago/centroid),,,,,
[Q1143328](https://www.wikidata.org/wiki/Q1143328),chain complex,[chain complex](https://mathgloss.github.io/MathGloss/chicago/chain_complex),,[Q1143328](https://www.wikidata.org/wiki/Q1143328),[chain complex](https://mathgloss.github.io/MathGloss/context/chain complex),https://ncatlab.org/nlab/show/double%2Bcomplex,
[Q17004731](https://www.wikidata.org/wiki/Q17004731),chain rule,,[chain rule (probability)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/Calculus/FDeriv/Comp.html#fderiv.comp),,,,
[Q810255](https://www.wikidata.org/wiki/Q810255),change of basis,,[change of basis](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/Matrix/Basis.html#basis_toMatrix_mul_linearMap_toMatrix_mul_basis_toMatrix),,,,
[Q11210](https://www.wikidata.org/wiki/Q11210),coordinate system,,[change of coordinates](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/Matrix/BilinearForm.html#BilinForm.toMatrix_comp),,,https://ncatlab.org/nlab/show/coordinate%2Bsystem,
[Q1934165](https://www.wikidata.org/wiki/Q1934165),change of variables,,[change of variable](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/MeasureTheory/Integral/FundThmCalculus.html#intervalIntegral.integral_comp_smul_deriv),[Change of variables](https://mathgloss.github.io/CatGloss/topoi/change_of_variables),,,
[Q11498021](https://www.wikidata.org/wiki/Q11498021),character table,[character table](https://mathgloss.github.io/MathGloss/chicago/character_table),,,,,
[Q822139](https://www.wikidata.org/wiki/Q822139),characteristic function,,characteristic function (probability),,,,
[Q836088](https://www.wikidata.org/wiki/Q836088),characteristic,,[characteristic p](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Algebra/CharP/Basic.html#CharP),,,https://ncatlab.org/nlab/show/prime%2Bfield,
[Q849705](https://www.wikidata.org/wiki/Q849705),characteristic polynomial,[characteristic polynomial](https://mathgloss.github.io/MathGloss/chicago/characteristic_polynomial),[characteristic polynomial](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/Matrix/Charpoly/Basic.html#Matrix.charpoly),,,https://ncatlab.org/nlab/show/characteristic%2Bpolynomial,
[Q747027](https://www.wikidata.org/wiki/Q747027),characteristic subgroup,[characteristic subgroup](https://mathgloss.github.io/MathGloss/chicago/characteristic_subgroup),,,,,
[Q3828144](https://www.wikidata.org/wiki/Q3828144),chart,[chart](https://mathgloss.github.io/MathGloss/chicago/chart),,,,,
[Q193878](https://www.wikidata.org/wiki/Q193878),Chinese remainder theorem,,[chinese remainder theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/RingTheory/Ideal/QuotientOperations.html#Ideal.quotientInfRingEquivPiQuotient),,,,
[Q18205969](https://www.wikidata.org/wiki/Q18205969),Choquet game,[choquet game](https://mathgloss.github.io/MathGloss/chicago/choquet_game),,,,,
[Q105356493](https://www.wikidata.org/wiki/Q105356493),complex unit circle,[circle group](https://mathgloss.github.io/MathGloss/chicago/circle_group),,,,,
[Q986909](https://www.wikidata.org/wiki/Q986909),class function,[class function](https://mathgloss.github.io/MathGloss/chicago/class_function),,,,https://ncatlab.org/nlab/show/class%2Bfunction,
[Q2138760](https://www.wikidata.org/wiki/Q2138760),differentiability class,[class](https://mathgloss.github.io/MathGloss/chicago/class),,,,,
[Q320369](https://www.wikidata.org/wiki/Q320369),clopen set,,,,,https://ncatlab.org/nlab/show/clopen%2Bset,
[Q4558786](https://www.wikidata.org/wiki/Q4558786),loop,[closed edge path](https://mathgloss.github.io/MathGloss/chicago/closed_edge_path),,,,https://ncatlab.org/nlab/show/loop%2B%28topology%29,
[Q644719](https://www.wikidata.org/wiki/Q644719),half-space,[closed half-space](https://mathgloss.github.io/MathGloss/chicago/closed_half-space),,,,,
[Q320357](https://www.wikidata.org/wiki/Q320357),closed set,[closed](https://mathgloss.github.io/MathGloss/chicago/closed),,,,[closed](https://mathgloss.github.io/MathGloss/context/closed),
[Q320346](https://www.wikidata.org/wiki/Q320346),closure,[closure](https://mathgloss.github.io/MathGloss/chicago/closure),,,,,
[Q47007889](https://www.wikidata.org/wiki/Q47007889),cocomplete category,[cocomplete category](https://mathgloss.github.io/MathGloss/chicago/cocomplete_category),,,,,
[Q1048949](https://www.wikidata.org/wiki/Q1048949),cofibration,[cofibration](https://mathgloss.github.io/MathGloss/chicago/cofibration),,,,https://ncatlab.org/nlab/show/cofibration,
[Q906907](https://www.wikidata.org/wiki/Q906907),coherent sheaf,,,,,https://ncatlab.org/nlab/show/vector%2Bbundle,
[Q165474](https://www.wikidata.org/wiki/Q165474),commutative property,[commutative](https://mathgloss.github.io/MathGloss/chicago/commutative),,,,,
[Q1780743](https://www.wikidata.org/wiki/Q1780743),compact operator,[compact linear transformation](https://mathgloss.github.io/MathGloss/chicago/compact_linear_transformation),,,,https://ncatlab.org/nlab/show/compact%2Boperator,
[Q78484790](https://www.wikidata.org/wiki/Q78484790),compact symplectic group,[compact symplectic group](https://mathgloss.github.io/MathGloss/chicago/compact_symplectic_group),,,,,
[Q381892](https://www.wikidata.org/wiki/Q381892),compact space,[compact](https://mathgloss.github.io/MathGloss/chicago/compact),,[Compact space](https://mathgloss.github.io/CatGloss/topoi/compact_space),,https://ncatlab.org/nlab/show/compactum,
[Q4370335](https://www.wikidata.org/wiki/Q4370335),complete category,[complete category](https://mathgloss.github.io/MathGloss/chicago/complete_category),,[Finitely complete category](https://mathgloss.github.io/CatGloss/topoi/finitely_complete_category),,https://ncatlab.org/nlab/show/finitely%2Bcomplete%2Bcategory,
[Q848569](https://www.wikidata.org/wiki/Q848569),complete metric space,[complete metric space](https://mathgloss.github.io/MathGloss/chicago/complete_metric_space),,,[Complete](https://mathgloss.github.io/CatGloss/bct/complete),https://ncatlab.org/nlab/show/completion,
[Q381040](https://www.wikidata.org/wiki/Q381040),complex conjugate,[complex conjugate](https://mathgloss.github.io/MathGloss/chicago/complex_conjugate),,,,https://ncatlab.org/nlab/show/complex%2Bconjugation,
[Q184871](https://www.wikidata.org/wiki/Q184871),Euler's formula,,[complex exponential](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Data/Complex/Exponential.html#Complex.exp),,,https://ncatlab.org/nlab/show/Euler%27s%2Bformula,
[Q5156554](https://www.wikidata.org/wiki/Q5156554),complex Lie group,[complex lie group](https://mathgloss.github.io/MathGloss/chicago/complex_lie_group),,,,https://ncatlab.org/nlab/show/complex%2BLie%2Bgroup,
[Q11567](https://www.wikidata.org/wiki/Q11567),complex number,,,[Complex number](https://mathgloss.github.io/CatGloss/topoi/complex_number),,https://ncatlab.org/nlab/show/real%2Bpart,
[Q445569](https://www.wikidata.org/wiki/Q445569),complexification,[complexification of a vector space](https://mathgloss.github.io/MathGloss/chicago/complexification_of_a_vector_space),,,,https://ncatlab.org/nlab/show/complexification,
[Q2525646](https://www.wikidata.org/wiki/Q2525646),composition series,[composition series of a group](https://mathgloss.github.io/MathGloss/chicago/composition_series_of_a_group),,,,https://ncatlab.org/nlab/show/Jordan-H%C3%B6lder%2Btheorem,
[Q327069](https://www.wikidata.org/wiki/Q327069),conditional probability,,[conditional probability](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Probability/ConditionalProbability.html#ProbabilityTheory.cond),,,,
[Q5159291](https://www.wikidata.org/wiki/Q5159291),conditioning,,conditioning (probability),,,,
[Q1353233](https://www.wikidata.org/wiki/Q1353233),conjugacy class,[conjugacy classes](https://mathgloss.github.io/MathGloss/chicago/conjugacy_classes),[conjugacy classes](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Algebra/Group/Conj.html#ConjClasses),,,https://ncatlab.org/nlab/show/conjugate%2Bsubgroup,
[Q2051983](https://www.wikidata.org/wiki/Q2051983),Hermitian conjugate matrix,[conjugate transpose](https://mathgloss.github.io/MathGloss/chicago/conjugate_transpose),,,,https://ncatlab.org/nlab/show/conjugate%2Btranspose%2Bmatrix,
[Q5161408](https://www.wikidata.org/wiki/Q5161408),connected category,[connected category](https://mathgloss.github.io/MathGloss/chicago/connected_category),,,,https://ncatlab.org/nlab/show/connected%2Bcategory,
[Q91050456](https://www.wikidata.org/wiki/Q91050456),connected component,[connected component](https://mathgloss.github.io/MathGloss/chicago/connected_component),,,,,
[Q230646](https://www.wikidata.org/wiki/Q230646),Connected component,,[connected components](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Topology/Connected.html#connectedComponent),,,,
[Q230655](https://www.wikidata.org/wiki/Q230655),connected graph,[connected graph](https://mathgloss.github.io/MathGloss/chicago/connected_graph),[connectedness (graph theory)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Topology/Connected.html#ConnectedSpace),[Q230655](https://www.wikidata.org/wiki/Q230655),[components](https://mathgloss.github.io/MathGloss/context/components),https://ncatlab.org/nlab/show/connected%2Bgraph,
[Q1491995](https://www.wikidata.org/wiki/Q1491995),connected space,[connected](https://mathgloss.github.io/MathGloss/chicago/connected),[path connectedness](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Topology/PathConnected.html#IsPathConnected),,,https://ncatlab.org/nlab/show/locally%2Bpath-connected%2Bspace,
[Q1319773](https://www.wikidata.org/wiki/Q1319773),consistency,,consistency,[Consistent theory](https://mathgloss.github.io/CatGloss/topoi/consistent_theory),,https://ncatlab.org/nlab/show/internal%2Blogic,
[Q5165476](https://www.wikidata.org/wiki/Q5165476),continuous function,,[continuity (set theory)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/Analytic/Basic.html#HasFPowerSeriesOnBall.continuousOn),,,,
[Q170058](https://www.wikidata.org/wiki/Q170058),continuous function,[continuous](https://mathgloss.github.io/MathGloss/chicago/continuous),[continuous functions](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Topology/Basic.html#Continuous),,,https://ncatlab.org/nlab/show/continuous%2Bspace,
[Q856103](https://www.wikidata.org/wiki/Q856103),contour integration,,contour integral,,,,
[Q230689](https://www.wikidata.org/wiki/Q230689),contractible space,[contractible](https://mathgloss.github.io/MathGloss/chicago/contractible),,,,https://ncatlab.org/nlab/show/locally%2Bcontractible%2Bspace,
[Q1131116](https://www.wikidata.org/wiki/Q1131116),set-theoretic limit,[contracting sequence of sets in a metric space](https://mathgloss.github.io/MathGloss/chicago/contracting_sequence_of_sets_in_a_metric_space),,,,,
[Q220680](https://www.wikidata.org/wiki/Q220680),Banach fixed-point theorem,,[contraction mapping theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Topology/MetricSpace/Contracting.html#ContractingWith.exists_fixedPoint),,,https://ncatlab.org/nlab/show/Banach%2Bfixed-point%2Btheorem,
[Q515173](https://www.wikidata.org/wiki/Q515173),contraction mapping,[contraction mapping](https://mathgloss.github.io/MathGloss/chicago/contraction_mapping),,,,,
[Q768656](https://www.wikidata.org/wiki/Q768656),convergence in measure,[convergence in measure](https://mathgloss.github.io/MathGloss/chicago/convergence_in_measure),,,,,
[Q578985](https://www.wikidata.org/wiki/Q578985),convergence of random variables,,[convergence in probability](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/MeasureTheory/Function/ConvergenceInMeasure.html#MeasureTheory.TendstoInMeasure),,,,
[Q1211057](https://www.wikidata.org/wiki/Q1211057),convergent series,,[convergence (mathematics)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Order/Filter/Basic.html#Filter.Tendsto),,,https://ncatlab.org/nlab/show/convergence,
[Q193657](https://www.wikidata.org/wiki/Q193657),convex set,[convex set](https://mathgloss.github.io/MathGloss/chicago/convex_set),convexity (mathematics),,,https://ncatlab.org/nlab/show/convex%2Bspace,
[Q210857](https://www.wikidata.org/wiki/Q210857),convolution,,convolution (mathematics),,,,
[Q104752](https://www.wikidata.org/wiki/Q104752),coprime,[coprime](https://mathgloss.github.io/MathGloss/chicago/coprime),,,,https://ncatlab.org/nlab/show/coprime%2Bintegers,
[Q247204](https://www.wikidata.org/wiki/Q247204),counting measure,,[counting measure](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/MeasureTheory/Measure/Count.html#MeasureTheory.Measure.count),,,https://ncatlab.org/nlab/show/counting%2Bmeasure,
[Q331481](https://www.wikidata.org/wiki/Q331481),cover,,,[Open cover](https://mathgloss.github.io/CatGloss/topoi/open_cover),,https://ncatlab.org/nlab/show/open%2Bcover,
[Q332648](https://www.wikidata.org/wiki/Q332648),covering space,[covering space](https://mathgloss.github.io/MathGloss/chicago/covering_space),,,,https://ncatlab.org/nlab/show/universal%2Bcovering%2Bspace,
[Q577705](https://www.wikidata.org/wiki/Q577705),critical point,[critical point](https://mathgloss.github.io/MathGloss/chicago/critical_point),,,,https://ncatlab.org/nlab/show/critical%2Bpoint,
[Q3754024](https://www.wikidata.org/wiki/Q3754024),critical value,[critical value](https://mathgloss.github.io/MathGloss/chicago/critical_value),,,,,
[Q178192](https://www.wikidata.org/wiki/Q178192),vector product,,[cross product](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/CrossProduct.html#crossProduct),,,https://ncatlab.org/nlab/show/cross%2Bproduct,
[Q161973](https://www.wikidata.org/wiki/Q161973),curve,,,,,https://ncatlab.org/nlab/show/curve,
[Q670036](https://www.wikidata.org/wiki/Q670036),arc length,,curve length,,,https://ncatlab.org/nlab/show/length,
[Q189061](https://www.wikidata.org/wiki/Q189061),CW complex,[cw complex](https://mathgloss.github.io/MathGloss/chicago/cw_complex),,,,https://ncatlab.org/nlab/show/CW-pair,
[Q212130](https://www.wikidata.org/wiki/Q212130),cyclic permutation,[cycle](https://mathgloss.github.io/MathGloss/chicago/cycle),,,,https://ncatlab.org/nlab/show/cyclic%2Bpermutation,
[Q245462](https://www.wikidata.org/wiki/Q245462),cyclic group,[cyclic group](https://mathgloss.github.io/MathGloss/chicago/cyclic_group),[cyclic group](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/GroupTheory/SpecificGroups/Cyclic.html#IsCyclic),,,https://ncatlab.org/nlab/show/cyclic%2Bgroup,
