Wikidata ID,Title,Link,Label,Layer,Score,Reason,Alternates,Provenance
Q256355,equivariant map,https://emilyriehl.github.io/files/context.pdf#page=43,equivariant map,layer2.csv,1.000,exact_letters,,layer_match
Q1751823,no cloning theorem,https://emilyriehl.github.io/files/context.pdf#page=44,no-cloning theorem,layer4.csv,1.000,exact_letters,,layer_match
Q2293759,torsion subgroup,https://emilyriehl.github.io/files/context.pdf#page=44,torsion subgroup,layer4.csv,1.000,exact_letters,,layer_match
Q1357684,Riesz representation theorem,https://emilyriehl.github.io/files/context.pdf#page=44,Riesz representation theorem,layer3.csv,1.000,exact_letters,Q7314222 (0.867; token_jaccard=0.67) Representation theorem [layer5.csv]; Q17098001 (0.840; token_jaccard=0.60) Riesz–Markov–Kakutani representation theorem [layer4.csv],layer_match
Q188211,invariant,https://emilyriehl.github.io/files/context.pdf#page=45,invariant,layer2.csv,1.000,exact_letters,Q2370229 (1.000; exact_letters) invariant [layer3.csv]; Q385374 (1.000; exact_letters) invariant [layer4.csv],layer_match
Q1442189,invertible natural transformation,https://emilyriehl.github.io/files/context.pdf#page=46,natural transformation,layer5.csv,0.867,token_jaccard=0.67,,layer_match
Q1082992,equivalence of categories,https://emilyriehl.github.io/files/context.pdf#page=48,equivalence of categories,layer4.csv,1.000,exact_letters,,layer_match
Q33059348,full functor,https://emilyriehl.github.io/files/context.pdf#page=48,full functor,layer3.csv,1.000,exact_letters,,layer_match
Q1755355,faithful,https://emilyriehl.github.io/files/context.pdf#page=48,Faithful,layer5.csv,1.000,exact_letters,Q5431279 (1.000; exact_letters) Faithful [layer5.csv],layer_match
Q12175350,faithful functor,https://emilyriehl.github.io/files/context.pdf#page=48,faithful functor,layer3.csv,1.000,exact_letters,Q120721906 (0.867; token_jaccard=0.67) fully faithful functor [layer4.csv],layer_match
Q140283,essentially surjective functor,https://emilyriehl.github.io/files/context.pdf#page=48,essentially surjective functor,layer3.csv,1.000,exact_letters,,layer_match
Q117795251,local,https://emilyriehl.github.io/files/context.pdf#page=49,Local,layer5.csv,1.000,exact_letters,Q27052180 (1.000; exact_letters) Local [layer5.csv],layer_match
Q980509,embedding,https://emilyriehl.github.io/files/context.pdf#page=49,embedding,layer2.csv,1.000,exact_letters,,layer_match
Q103927515,full subcategory,https://emilyriehl.github.io/files/context.pdf#page=49,full subcategory,layer2.csv,1.000,exact_letters,,layer_match
Q3884964,orbit,https://emilyriehl.github.io/files/context.pdf#page=52,orbit,layer4.csv,1.000,exact_letters,Q4130 (1.000; exact_letters) orbit [layer4.csv],layer_match
Q800350,orbit-stabilizer theorem,https://emilyriehl.github.io/files/context.pdf#page=53,orbit–stabilizer theorem,layer3.csv,1.000,exact_letters,,layer_match
Q1382400,evil,https://emilyriehl.github.io/files/context.pdf#page=53,Evil,layer5.csv,1.000,exact_letters,Q1382421 (1.000; exact_letters) Evil [layer5.csv]; Q1888074 (1.000; exact_letters) Evil [layer5.csv],layer_match
Q10567583,essentially small category,https://emilyriehl.github.io/files/context.pdf#page=53,small category,layer2.csv,0.867,token_jaccard=0.67,,layer_match
Q1084766,abstract nonsense,https://emilyriehl.github.io/files/context.pdf#page=54,abstract nonsense,layer1.csv,1.000,exact_letters,,layer_match
Q15805655,diagram,https://emilyriehl.github.io/files/context.pdf#page=54,diagram,layer2.csv,1.000,exact_letters,Q843237 (1.000; exact_letters) diagram [layer1.csv],layer_match
Q621542,commutative diagram,https://emilyriehl.github.io/files/context.pdf#page=54,commutative diagram,layer2.csv,1.000,exact_letters,,layer_match
Q122384600,commute,https://emilyriehl.github.io/files/context.pdf#page=54,Commute,layer5.csv,1.000,exact_letters,,layer_match
Q25098802,topological monoid,https://emilyriehl.github.io/files/context.pdf#page=55,topological monoid,layer2.csv,1.000,exact_letters,,layer_match
Q161172,ring,https://emilyriehl.github.io/files/context.pdf#page=55,ring,layer3.csv,1.000,exact_letters,Q25415527 (1.000; exact_letters) Ring [layer5.csv]; Q531328 (1.000; exact_letters) Ring [layer5.csv]; Q60837942 (1.000; exact_letters) Ring [layer5.csv]; Q111962410 (1.000; token_jaccard=1.00) Ring Ring [layer5.csv],layer_match
Q3968,algebra,https://emilyriehl.github.io/files/context.pdf#page=55,algebra,layer2.csv,1.000,exact_letters,Q2836000 (1.000; exact_letters) *-algebra [layer3.csv],layer_match
Q10535634,initial object,https://emilyriehl.github.io/files/context.pdf#page=59,initial object,layer2.csv,1.000,exact_letters,Q25098887 (0.867; token_jaccard=0.67) strict initial object [layer5.csv],layer_match
Q91432273,terminal object,https://emilyriehl.github.io/files/context.pdf#page=59,terminal object,layer2.csv,1.000,exact_letters,,layer_match
Q16089841,zero object,https://emilyriehl.github.io/files/context.pdf#page=61,zero object,layer1.csv,1.000,exact_letters,Q91432807 (1.000; exact_letters) zero object [layer2.csv],layer_match
Q6034125,initial algebra,https://emilyriehl.github.io/files/context.pdf#page=62,initial algebra,layer3.csv,1.000,exact_letters,Q19286128 (1.000; token_jaccard=1.00) initial σ-algebra [layer4.csv],layer_match
Q2007878,functor category,https://emilyriehl.github.io/files/context.pdf#page=62,functor category,layer3.csv,1.000,exact_letters,,layer_match
Q1442189,natural transformation composition,https://emilyriehl.github.io/files/context.pdf#page=62,natural transformation,layer5.csv,0.867,token_jaccard=0.67,,layer_match
Q4596935,2 category,https://emilyriehl.github.io/files/context.pdf#page=64,strict 2-category,layer3.csv,0.867,token_jaccard=0.67,,layer_match
Q25304059,2-functor,https://emilyriehl.github.io/files/context.pdf#page=65,2-functor,layer4.csv,1.000,exact_letters,,layer_match
Q45715,complete graph,https://emilyriehl.github.io/files/context.pdf#page=67,complete graph,layer2.csv,1.000,exact_letters,Q913598 (0.867; token_jaccard=0.67) complete bipartite graph [layer5.csv]; Q131179462 (0.867; token_jaccard=0.67) complete graph K10 [layer5.csv]; Q131179481 (0.867; token_jaccard=0.67) complete graph K11 [layer5.csv]; Q126735112 (0.867; token_jaccard=0.67) complete graph K2 [layer5.csv],layer_match
Q184410,four color theorem,https://emilyriehl.github.io/files/context.pdf#page=67,four color theorem,layer3.csv,1.000,exact_letters,,layer_match
Q638328,discrete dynamical system,https://emilyriehl.github.io/files/context.pdf#page=68,dynamical system,layer3.csv,0.867,token_jaccard=0.67,,layer_match
Q179976,recursion,https://emilyriehl.github.io/files/context.pdf#page=68,recursion,layer5.csv,1.000,exact_letters,,layer_match
Q386320,representable functor,https://emilyriehl.github.io/files/context.pdf#page=69,representable functor,layer3.csv,1.000,exact_letters,,layer_match
Q112898115,representation,https://emilyriehl.github.io/files/context.pdf#page=69,representation,layer4.csv,1.000,exact_letters,Q2905654 (1.000; exact_letters) representation [layer1.csv],layer_match
Q1454111,free abelian group,https://emilyriehl.github.io/files/context.pdf#page=70,free abelian group,layer2.csv,1.000,exact_letters,Q7827198 (0.900; token_jaccard=0.75) torsion-free abelian group [layer4.csv]; Q181296 (0.867; token_jaccard=0.67) abelian group [layer1.csv]; Q431078 (0.867; token_jaccard=0.67) free group [layer5.csv],layer_match
Q127162195,path,https://emilyriehl.github.io/files/context.pdf#page=71,path,layer4.csv,1.000,exact_letters,Q133540897 (1.000; exact_letters) Path [layer5.csv]; Q1366002 (1.000; exact_letters) path [layer3.csv]; Q1415372 (1.000; exact_letters) path [layer5.csv]; Q21408175 (1.000; exact_letters) Path [layer5.csv],layer_match
Q22283522,loop,https://emilyriehl.github.io/files/context.pdf#page=71,Loop,layer5.csv,1.000,exact_letters,Q25208973 (1.000; exact_letters) Loop [layer5.csv]; Q3836720 (1.000; exact_letters) loop [layer4.csv]; Q4360336 (1.000; exact_letters) Loop [layer5.csv]; Q4558786 (1.000; exact_letters) loop [layer4.csv],layer_match
Q4038982,free,https://emilyriehl.github.io/files/context.pdf#page=71,free,layer4.csv,1.000,exact_letters,Q5499718 (1.000; exact_letters) Free [layer5.csv],layer_match
Q2119470,Sierpinski space,https://emilyriehl.github.io/files/context.pdf#page=72,Sierpiński space,layer4.csv,1.000,exact_letters,,layer_match
Q1144925,currying,https://emilyriehl.github.io/files/context.pdf#page=72,currying,layer1.csv,1.000,exact_letters,,layer_match
Q5349490,Eilenberg--MacLane space,https://emilyriehl.github.io/files/context.pdf#page=72,Eilenberg–MacLane space,layer1.csv,1.000,exact_letters,,layer_match
Q121069543,free action,https://emilyriehl.github.io/files/context.pdf#page=74,free group action,layer5.csv,0.867,token_jaccard=0.67,,layer_match
Q320577,Yoneda lemma,https://emilyriehl.github.io/files/context.pdf#page=75,Yoneda lemma,layer3.csv,1.000,exact_letters,,layer_match
Q320577,Yoneda lemma corollary,https://emilyriehl.github.io/files/context.pdf#page=78,Yoneda lemma,layer3.csv,0.867,token_jaccard=0.67,,layer_match
Q179208,Cayley's theorem,https://emilyriehl.github.io/files/context.pdf#page=79,Cayley's theorem,layer3.csv,1.000,exact_letters,,layer_match
Q121074938,transitive group action,https://emilyriehl.github.io/files/context.pdf#page=81,transitive group action,layer3.csv,1.000,exact_letters,Q288465 (0.867; token_jaccard=0.67) group action [layer2.csv],layer_match
Q17104225,torsor,https://emilyriehl.github.io/files/context.pdf#page=81,torsor,layer4.csv,1.000,exact_letters,,layer_match
Q382698,affine space,https://emilyriehl.github.io/files/context.pdf#page=81,affine space,layer2.csv,1.000,exact_letters,Q3058163 (0.867; token_jaccard=0.67) eucidean affine space [layer3.csv],layer_match
Q1163016,tensor product,https://emilyriehl.github.io/files/context.pdf#page=81,tensor product,layer4.csv,1.000,exact_letters,Q39046230 (0.867; token_jaccard=0.67) derived tensor product [layer4.csv]; Q96382131 (0.867; token_jaccard=0.67) inductive tensor product [layer5.csv]; Q1663619 (0.867; token_jaccard=0.67) injective tensor product [layer4.csv]; Q89672221 (0.867; token_jaccard=0.67) projective tensor product [layer4.csv],layer_match
Q1163016,tensor product symmetry,https://emilyriehl.github.io/files/context.pdf#page=82,tensor product,layer5.csv,0.867,token_jaccard=0.67,,layer_match
Q2602722,group ring,https://emilyriehl.github.io/files/context.pdf#page=83,group ring,layer4.csv,1.000,exact_letters,,layer_match
Q1163016,tensor product associativity,https://emilyriehl.github.io/files/context.pdf#page=83,tensor product,layer5.csv,0.867,token_jaccard=0.67,,layer_match
Q5051844,category of elements,https://emilyriehl.github.io/files/context.pdf#page=84,category of elements,layer3.csv,1.000,exact_letters,,layer_match
Q7631737,subobject classifier,https://emilyriehl.github.io/files/context.pdf#page=88,subobject classifier,layer4.csv,1.000,exact_letters,,layer_match
Q901718,product,https://emilyriehl.github.io/files/context.pdf#page=91,product,layer2.csv,1.000,exact_letters,Q919107 (1.000; exact_letters) product [layer4.csv],layer_match
Q2547089,subobject,https://emilyriehl.github.io/files/context.pdf#page=91,subobject,layer4.csv,1.000,exact_letters,,layer_match
